simulation,final_capital,total_return_pct,max_drawdown_pct
1,38300.31713435005,283.0031713435005,-34.57437480107493
2,297085.8331404177,2870.858331404177,-25.41615745216534
3,11723.933234643317,17.239332346433166,-49.27985062898311
4,52910.50758986043,429.10507589860424,-37.90135707896643
5,96527.63741346616,865.2763741346616,-26.11097293015557
6,693644.5936468014,6836.445936468014,-32.44076952679739
7,58464.894308040864,484.6489430804087,-32.90617812872343
8,52973.95560498576,429.7395560498575,-30.769386289894822
9,412436.9033050261,4024.369033050261,-22.947752008856263
10,85328.55805346927,753.2855805346927,-29.70355161382488
11,314024.6966296823,3040.2469662968233,-23.718608168788087
12,84745.17517694438,747.4517517694438,-39.51811468645523
13,37550.82051019703,275.5082051019703,-38.25440705504867
14,45726.53750372484,357.26537503724836,-50.19546847805402
15,27717.04639335702,177.1704639335702,-42.63432951398305
16,15223.499421516592,52.23499421516592,-53.51280553420929
17,693921.6259926506,6839.216259926507,-20.214345399663408
18,267984.84127612785,2579.8484127612783,-38.18243334109891
19,43243.69064773137,332.4369064773137,-29.880719690291706
20,257048.08569208643,2470.4808569208644,-29.06177129605711
21,104898.17207626314,948.9817207626314,-46.68735272000507
22,15670.499280097101,56.70499280097101,-54.75171139735661
23,57879.12846847075,478.7912846847075,-41.97486126792837
24,88465.69802288759,784.6569802288759,-28.548710043634863
25,26441.351716083544,164.41351716083543,-43.6700006955215
26,41170.1920408097,311.701920408097,-41.14469989313406
27,53467.020367015546,434.67020367015544,-33.032371025248494
28,48517.21774699057,385.1721774699057,-57.7168012488682
29,34246.14077614633,242.46140776146325,-33.24242477547144
30,126071.13011010378,1160.7113011010379,-33.64472202275113
31,50637.53233460007,406.3753233460007,-40.07737645199509
32,15425.178126840738,54.25178126840737,-45.134799487806234
33,42797.25854464241,327.9725854464241,-57.26971462289182
34,63860.41897080306,538.6041897080306,-36.30169652641526
35,67156.41291131174,571.5641291131174,-27.781268309400943
36,89639.73964115656,796.3973964115656,-36.055204302561
37,57118.01832997775,471.1801832997775,-31.34858641985391
38,455717.58767384925,4457.175876738493,-23.805922150218386
39,73113.35045118202,631.1335045118202,-44.31076498561461
40,105439.62769090742,954.3962769090742,-35.31422818678309
41,35868.33735406098,258.6833735406098,-44.157638523866105
42,767337.0996279645,7573.370996279646,-24.349342128415447
43,93286.61539935737,832.8661539935738,-37.063961458776184
44,53471.87924185041,434.7187924185041,-34.172329067038476
45,46378.400418511854,363.78400418511853,-46.10870958842448
46,60357.4259896257,503.574259896257,-50.00770251472528
47,74808.0453019517,648.080453019517,-30.69001646600259
48,34681.90119952069,246.8190119952069,-38.63822247445183
49,33301.85229368657,233.0185229368657,-65.3437465609845
50,101793.5493528064,917.9354935280641,-25.028680635908863
51,33200.22650893935,232.00226508939346,-54.12321624395633
52,64078.4925756086,540.7849257560861,-31.036623013226123
53,54735.847728904686,447.35847728904685,-29.22005273143516
54,178211.35592579245,1682.1135592579246,-28.30163532520266
55,39384.33916554724,293.8433916554724,-53.27075328706318
56,65366.01243083176,553.6601243083176,-56.63909176998755
57,75944.53462898247,659.4453462898247,-31.362658508933723
58,26724.044613099446,167.24044613099446,-36.1055401159624
59,241695.71905789134,2316.9571905789135,-39.92117650654552
60,18291.086004308465,82.91086004308464,-39.6857615836476
61,118370.68103603904,1083.7068103603904,-42.933712886927644
62,77779.70561511061,677.7970561511061,-26.945287782987233
63,145635.39237049094,1356.3539237049094,-33.85543904911483
64,74990.17843898672,649.9017843898672,-42.86720142656779
65,38942.14514378865,289.4214514378865,-45.65708809650616
66,48537.47204730114,385.3747204730114,-40.576497458318954
67,145861.96517979057,1358.6196517979056,-32.81925739642374
68,54392.50242065782,443.9250242065782,-35.26721943282574
69,76651.09363392128,666.5109363392128,-51.618801626323005
