final_capital_mean,final_capital_median,final_capital_std,final_capital_10th,final_capital_90th,return_mean,return_median,return_std,return_10th,return_90th,cagr_mean,cagr_median,cagr_std,cagr_10th,cagr_90th,max_dd_mean,max_dd_median,max_dd_10th,max_dd_90th,max_dd_worst,prob_profit,prob_double,prob_triple,prob_loss_50pct,prob_ruin,var_95,cvar_95,sharpe_ratio
101489.33316739414,68643.65922122422,111704.12557933092,23427.169040712,211173.66505004864,914.8933316739414,586.4365922122422,1117.0412557933091,134.27169040712002,2011.7366505004863,914.8933316739414,586.4365922122422,1117.0412557933091,134.27169040712002,2011.7366505004863,-36.86882003337213,-35.468911222877196,-50.07236082562976,-25.68806703024449,-83.1784153531142,98.91,92.91,84.02,0.03,0.0,73.40812400039604,27.78321268215092,0.8190327142610281
