final_capital_mean,final_capital_median,final_capital_std,final_capital_10th,final_capital_90th,return_mean,return_median,return_std,return_10th,return_90th,cagr_mean,cagr_median,cagr_std,cagr_10th,cagr_90th,max_dd_mean,max_dd_median,max_dd_10th,max_dd_90th,max_dd_worst,prob_profit,prob_double,prob_triple,prob_loss_50pct,prob_ruin,var_95,cvar_95,sharpe_ratio
98621.13643374604,66702.43870714336,105408.91638957706,23048.253138836742,207420.01742761006,886.2113643374603,567.0243870714336,1054.0891638957705,130.48253138836742,1974.2001742761006,886.2113643374603,567.0243870714336,1054.0891638957705,130.48253138836742,1974.2001742761006,-37.0009676970109,-35.702828227945666,-50.41443497875188,-25.66488639356565,-85.94835385729003,98.94,92.75,83.47,0.09,0.0,70.01401929725054,25.30331655811379,0.8407366233252445
