simulation,final_capital,total_return_pct,max_drawdown_pct
323,30286.081482562673,202.86081482562673,-35.76009389870241
324,8698.779241553535,-13.01220758446465,-58.683360449779855
325,35921.11007152841,259.2111007152841,-49.99857801092382
326,60073.17180009462,500.7317180009462,-36.12721282672587
327,12727.482931831264,27.274829318312644,-54.21305750821544
328,88417.3691917659,784.173691917659,-35.234149358142396
329,85115.61812045661,751.1561812045661,-40.38846224926617
330,66948.87691758931,569.488769175893,-32.082250572886494
331,190775.9798993368,1807.759798993368,-23.244431162532823
332,277578.87614795234,2675.788761479523,-29.88777691111141
333,61138.94942257961,511.38949422579606,-36.3827504810347
334,124559.01323583582,1145.5901323583582,-24.948683734932654
335,32039.787502284886,220.39787502284884,-46.46329842859009
336,47799.20594714822,377.9920594714822,-59.38670235953717
337,228519.98720548715,2185.1998720548713,-29.511226769150817
338,44986.040736559095,349.86040736559096,-32.4777295636785
339,30967.327939980227,209.67327939980228,-40.443157035064516
340,76623.87049149314,666.2387049149314,-38.30779443750426
341,14478.603509246155,44.78603509246155,-64.1168527305631
342,29881.35716536006,198.81357165360058,-55.56829936411668
343,37861.19343145973,278.6119343145973,-47.415610652255594
344,61972.35121251514,519.7235121251514,-40.1045932653774
345,29918.610337678165,199.18610337678163,-49.28282658943123
346,14418.339977356225,44.18339977356225,-48.534595734634756
347,55259.72147963006,452.5972147963006,-29.948523704353335
348,46821.89626888131,368.2189626888131,-36.971076229733164
349,73082.85919926669,630.8285919926669,-37.9308088784145
350,19483.3262482792,94.83326248279201,-39.74680094110708
351,44595.297000940925,345.9529700094092,-50.40969460261715
352,152717.9367672109,1427.1793676721088,-42.90563191496039
353,102870.08333503909,928.7008333503909,-22.97876306948775
354,156435.9646061876,1464.359646061876,-28.604838915355185
355,81084.4877798905,710.8448777989051,-31.4017538006926
356,29556.99939151548,195.5699939151548,-46.83506274690028
357,38996.771784279954,289.9677178427996,-35.70269645655045
358,143678.0039881676,1336.780039881676,-36.74351335983555
359,321321.8572456605,3113.2185724566048,-40.817913809760995
360,73760.83283111625,637.6083283111625,-38.91879438982512
361,182047.4260919376,1720.474260919376,-46.17524718409208
362,46672.592800510145,366.7259280051014,-46.34392114647413
363,360452.46428283735,3504.524642828373,-30.855595360255183
364,11005.41236454588,10.054123645458803,-38.38078430228676
365,29504.59762769399,195.0459762769399,-44.592217998518244
366,76894.57895668758,668.9457895668758,-31.713786048972015
367,97383.11754847075,873.8311754847075,-34.13546671395858
368,47529.65146533218,375.2965146533218,-44.05246693488296
369,50841.42900470143,408.4142900470143,-32.043821177505045
370,118343.0433540938,1083.4304335409379,-29.567252773871118
371,36639.38566351577,266.3938566351577,-32.60670187092415
372,112561.92769826119,1025.619276982612,-29.02410588612082
373,74819.04273506721,648.1904273506722,-32.9611921068064
374,19258.817182135634,92.58817182135634,-42.70553310871018
375,45009.8413186375,350.09841318637496,-46.53072271984142
376,92113.52002423671,821.1352002423672,-26.409807825706583
377,19312.35073651117,93.12350736511169,-35.56971644968744
378,176766.8301938311,1667.6683019383108,-30.462459992618605
379,112807.97373078992,1028.0797373078992,-37.17752782815889
380,22082.15027605605,120.82150276056052,-39.172026273519535
381,54411.336335863474,444.1133633586348,-41.839494762565415
382,217555.3408516514,2075.5534085165136,-24.294613493233967
383,86407.16175639059,764.0716175639059,-34.77894560007233
384,83718.59615036838,737.1859615036838,-45.15809718869884
385,24860.178578397565,148.60178578397566,-62.226313295413874
386,33604.70114864965,236.0470114864965,-53.47088795010515
387,425044.9855732483,4150.449855732483,-19.292505430941915
388,235786.455681159,2257.86455681159,-39.1163202936937
389,53997.40581665606,439.9740581665606,-36.20437499585801
390,140573.28452906955,1305.7328452906954,-28.031507163221935
391,62377.23120196193,523.7723120196192,-35.10463485871432
392,222544.43385732805,2125.4443385732807,-29.03972003153118
393,199597.58369925822,1895.9758369925821,-21.893107518061115
394,127879.44913927908,1178.7944913927909,-24.81794293631269
395,122670.49542845544,1126.7049542845546,-27.287471726574346
396,23310.484693441183,133.10484693441182,-44.81282896078173
397,50231.1978426648,402.31197842664795,-32.303794313770965
398,508116.7385273785,4981.167385273785,-23.710674535750258
399,81469.8581903027,714.6985819030269,-35.29628067150064
400,72524.68475435326,625.2468475435326,-34.0969103315033
401,60448.05660380746,504.4805660380746,-39.78748350639433
402,114899.19083990686,1048.9919083990687,-37.53367049187383
403,33368.31393574485,233.6831393574485,-37.54535024550118
404,140176.1068687778,1301.761068687778,-40.89048898266482
405,107335.55406854222,973.3555406854223,-42.53051269469831
406,9220.705626424315,-7.792943735756854,-60.059949037793714
407,55262.976934629485,452.6297693462949,-44.00404194483916
408,31540.42518509004,215.4042518509004,-54.43551142397568
409,24267.24612809602,142.6724612809602,-42.907640255222205
410,35812.45947805698,258.12459478056985,-35.89133290076603
411,48398.363934028974,383.98363934028976,-31.084163847030144
412,75226.90090196337,652.2690090196337,-51.086325009217646
413,108658.11749673984,986.5811749673984,-40.39098743036778
414,85852.05089244773,758.5205089244773,-26.007608297892563
415,91128.96574682233,811.2896574682234,-51.830305128287534
416,34686.75458437622,246.86754584376217,-39.47107771470035
417,46061.33052577848,360.6133052577848,-38.12849702973135
418,22632.787803357307,126.32787803357306,-45.01961310225659
419,83015.46167332002,730.1546167332002,-27.268039919614278
420,52352.22030978145,423.5222030978145,-43.09366165367112
421,45155.74899678862,351.5574899678862,-29.035234464808703
422,18134.333950586984,81.34333950586985,-50.151132708325186
423,84856.3252957742,748.563252957742,-23.47798259162466
424,39384.74118339667,293.8474118339667,-38.27428195094462
425,48280.10174548013,382.80101745480135,-27.29040659644323
426,164125.43312992196,1541.2543312992198,-34.05109248185207
427,21416.703089019797,114.16703089019798,-46.34376541306622
428,122740.74912408317,1127.4074912408316,-40.27397547003954
429,113382.27194804238,1033.8227194804238,-39.708730598581504
430,91657.00265564896,816.5700265564896,-45.91296127426398
431,98837.58545489982,888.3758545489982,-35.44354521211597
432,39871.675852165725,298.71675852165725,-42.94290117708244
433,119373.85624213735,1093.7385624213737,-28.565103481300024
434,181127.0354426321,1711.2703544263209,-32.08945366048589
435,42810.70851927511,328.1070851927511,-40.09967098446675
436,12858.300232422565,28.583002324225653,-56.03652102845585
437,53061.154066908,430.61154066908,-29.586422285302078
438,28276.616967208534,182.76616967208534,-42.732105299240345
439,9854.688795255115,-1.4531120474488488,-56.8109333043736
440,156050.62754856885,1460.5062754856885,-24.827959401857257
441,67517.59480578452,575.1759480578453,-45.61847737211735
442,14804.284781830702,48.04284781830702,-42.85779696439732
443,54513.965684058225,445.1396568405823,-53.74775704407328
444,21273.179890836658,112.73179890836657,-45.2355333279396
445,84771.74906671593,747.7174906671593,-33.1772990688726
446,36151.94174542558,261.5194174542558,-45.37903685957448
447,43859.42236042053,338.59422360420535,-29.550096627203153
448,140742.51325953426,1307.4251325953426,-21.414181288493957
449,52586.6105923825,425.866105923825,-32.453068841658926
450,101741.10399535556,917.4110399535556,-23.097769113532685
451,144141.92694560514,1341.4192694560513,-24.034118437784304
452,258755.322680431,2487.5532268043103,-25.275129527184404
453,45612.169844840406,356.12169844840406,-34.030723635157464
454,70556.01903887033,605.5601903887033,-33.75645510705434
455,53167.47437560947,431.6747437560947,-50.43120106749384
456,97907.12478008111,879.0712478008111,-26.660300419839466
457,107855.48516056263,978.5548516056263,-36.06057916717274
458,36117.99796746245,261.1799796746245,-27.404478429419015
459,191014.2481913265,1810.1424819132649,-40.701687209379855
460,131182.09799830086,1211.8209799830086,-25.838704122381206
461,53271.11665828873,432.71116658288736,-33.19800219615362
462,41341.01153366425,313.4101153366425,-47.15133429288843
463,123957.07277591419,1139.5707277591418,-26.38123886301451
464,104837.34735473059,948.3734735473058,-30.107719889262523
465,71301.21906722836,613.0121906722836,-33.330941578449654
466,19706.84829990003,97.0684829990003,-59.82881114606799
467,189286.7663576008,1792.867663576008,-25.32485695439391
468,77230.27464806351,672.302746480635,-32.79732898431459
469,112862.78242895598,1028.6278242895598,-37.30370564833854
470,36289.544109968614,262.89544109968614,-32.46532831072973
471,15357.144411379095,53.571444113790946,-52.58168128984997
472,52552.51531838473,425.5251531838473,-36.96435182474314
473,168904.54432663834,1589.0454432663835,-23.67253541654087
474,55205.71913972139,452.0571913972139,-54.03406273605602
475,29499.180074664975,194.99180074664974,-46.30527528883656
476,46443.958866253444,364.43958866253445,-45.0036277993493
477,41572.65967168593,315.7265967168593,-32.324248756173716
478,55211.752879557505,452.117528795575,-26.61780961738977
479,95720.67785937304,857.2067785937303,-21.655609538869296
480,16703.636134791966,67.03636134791967,-57.2750631379084
481,27623.726749864716,176.23726749864716,-47.12857992484534
482,15064.058699333431,50.64058699333431,-53.79270422667223
483,97474.67726121192,874.7467726121192,-31.133653796569487
484,20484.424449138394,104.84424449138395,-41.70394255500189
485,37337.76963084205,273.3776963084205,-47.97551873490325
486,39879.63961514801,298.79639615148005,-38.10157674877001
487,54744.67352094938,447.4467352094938,-39.69019202417954
488,142801.58555384263,1328.0158555384264,-29.431701704787173
489,13833.570985689152,38.33570985689151,-56.21621810656071
490,90970.37244893606,809.7037244893606,-19.790418216607385
491,175593.1906423961,1655.931906423961,-40.22143888273032
492,46059.3550801479,360.593550801479,-36.05433725345391
493,136813.51719549528,1268.135171954953,-35.61704047155855
494,42421.44642476716,324.2144642476716,-30.700474602385842
495,99317.40682196555,893.1740682196555,-23.883099360072475
496,432228.5599197268,4222.285599197268,-28.84729858358793
497,50514.81506855927,405.14815068559267,-36.12491149248889
498,18724.541809485174,87.24541809485173,-46.96092156266957
499,67355.59415757515,573.5559415757515,-26.01088051261597
500,170786.3540825647,1607.863540825647,-29.31982984144575
501,41916.710622889164,319.16710622889167,-40.28608379145965
502,44343.42801450817,343.43428014508174,-41.04006100789998
503,105626.50776975117,956.2650776975116,-34.45157925509505
504,87034.78406878127,770.3478406878128,-37.83139823660108
505,32968.498498184104,229.684984981841,-28.0460265124299
506,21320.328011942038,113.20328011942038,-36.386945218020195
507,537134.1112793058,5271.341112793058,-23.038072956880683
508,34601.00425749614,246.0100425749614,-46.027880120426765
509,29471.72834404709,194.7172834404709,-51.5504974812617
510,30131.453476302246,201.3145347630225,-49.50503257330786
511,25548.621654451323,155.4862165445132,-45.06127567234734
512,66416.65939934364,564.1665939934364,-25.444211306082977
