symbol,entry_date,entry_price,exit_date,exit_price,shares,pnl,pnl_pct,exit_reason,hold_days
TSLA,2024-01-22,208.8000030517578,2024-01-25,182.6300048828125,47,-1229.9899139404297,-12.533523844086455,Stop Loss,3
CSCO,2024-02-15,46.67937088012695,2024-03-11,47.78307342529297,205,226.2590217590332,2.364433205409588,RSI Exit,25
TSLA,2024-01-25,182.6300048828125,2024-03-14,162.5,52,-1046.76025390625,-11.022287874179954,Stop Loss,49
ADBE,2024-02-16,546.6599731445312,2024-03-15,492.4599914550781,17,-921.3996887207031,-9.914752195534025,Stop Loss,28
TSLA,2024-03-14,162.5,2024-04-19,147.0500030517578,57,-880.6498260498047,-9.5076904296875,Stop Loss,36
AMD,2024-04-04,165.8300018310547,2024-04-19,146.63999938964844,54,-1036.2601318359375,-11.572093245802867,Stop Loss,15
INTC,2024-04-12,35.321556091308594,2024-04-26,31.55088996887207,255,-961.5198612213135,-10.675254829343018,Stop Loss,14
NVDA,2024-04-19,76.16539001464844,2024-04-26,87.69515991210938,109,1256.7449188232422,15.137807205140664,Take Profit,7
MSFT,2024-04-19,394.7212219238281,2024-05-20,421.4109802246094,21,560.4849243164062,6.76167300321434,RSI Exit,31
IBM,2024-04-26,159.54481506347656,2024-05-21,167.24090576171875,53,407.89280700683594,4.823779886034039,RSI Exit,25
ADBE,2024-05-30,445.8699951171875,2024-06-14,525.3099975585938,19,1509.3600463867188,17.81685318845623,Take Profit,15
CRM,2024-05-30,216.02239990234375,2024-06-20,239.5955352783203,40,942.9254150390625,10.912356953090589,RSI Exit,21
INTC,2024-04-26,31.55088996887207,2024-07-08,33.77574157714844,268,596.2602310180664,7.0516286877213075,RSI Exit,73
NFLX,2024-07-18,643.0399780273438,2024-08-16,674.0700073242188,15,465.450439453125,4.825521018470102,RSI Exit,29
MSFT,2024-07-24,424.9381103515625,2024-08-23,413.68426513671875,23,-258.83843994140625,-2.6483492397359103,RSI Exit,30
GOOGL,2024-07-25,166.3248291015625,2024-09-06,150.05824279785156,58,-943.4620056152344,-9.780010832765152,Stop Loss,43
META,2024-09-06,498.2265930175781,2024-09-19,557.3474731445312,19,1123.2967224121094,11.866263454320926,RSI Exit,13
GOOGL,2024-09-06,150.05824279785156,2024-09-26,162.0155029296875,63,753.3073883056641,7.968412736875748,RSI Exit,20
INTC,2024-10-31,21.520000457763672,2024-11-06,25.049999237060547,473,1669.6894226074219,16.403339703570378,Take Profit,6
IBM,2024-10-30,199.27005004882812,2024-11-21,217.99380493164062,51,954.9114990234375,9.396171114637912,RSI Exit,22
INTC,2024-12-04,21.959999084472656,2024-12-10,20.15999984741211,503,-905.3996162414551,-8.196718178978795,Stop Loss,6
AMD,2024-12-16,126.69000244140625,2025-01-10,116.04000091552734,84,-894.6001281738281,-8.406347241807419,Stop Loss,25
ADBE,2024-12-17,455.2300109863281,2025-01-10,405.9200134277344,23,-1134.1299438476562,-10.831886380196202,Stop Loss,24
CSCO,2024-12-18,56.08371353149414,2025-01-21,59.901145935058594,191,729.1295890808105,6.806668394775163,RSI Exit,34
NFLX,2025-01-16,842.3699951171875,2025-01-23,984.8599853515625,11,1567.389892578125,16.915368669387647,Take Profit,7
AAPL,2025-01-16,227.45257568359375,2025-02-24,246.49664306640625,44,837.93896484375,8.372764003914577,RSI Exit,39
TSLA,2025-02-11,328.5,2025-02-26,290.79998779296875,33,-1244.1004028320312,-11.476411630755328,Stop Loss,15
AMZN,2025-02-21,216.5800018310547,2025-03-07,199.25,50,-866.5000915527344,-8.001662981133927,Stop Loss,14
CRM,2025-02-26,305.8294982910156,2025-03-10,271.5675964355469,35,-1199.1665649414062,-11.202942177561445,Stop Loss,12
GOOGL,2025-02-25,174.84996032714844,2025-03-18,160.33233642578125,63,-914.6103057861328,-8.30290374341771,Stop Loss,21
META,2025-03-18,581.5197143554688,2025-04-03,530.8529663085938,16,-810.66796875,-8.712816916797365,Stop Loss,16
CRM,2025-03-10,271.5675964355469,2025-04-04,239.5845184326172,36,-1151.3908081054688,-11.777207009496976,Stop Loss,25
INTC,2025-04-04,19.850000381469727,2025-04-08,18.1299991607666,456,-784.320556640625,-8.664993388658933,Stop Loss,4
AMD,2025-04-08,78.20999908447266,2025-04-09,96.83999633789062,112,2086.5596923828125,23.820480081192912,Take Profit,1
META,2025-04-03,530.8529663085938,2025-04-21,483.9607238769531,17,-797.1681213378906,-8.833376736635088,Stop Loss,18
NFLX,2025-03-07,891.1099853515625,2025-04-22,1040.3399658203125,11,1641.52978515625,16.74652769263667,Take Profit,46
TSLA,2025-06-05,284.70001220703125,2025-06-16,329.1300048828125,34,1510.6197509765625,15.605897706626076,Take Profit,11
ADBE,2025-06-18,378.0400085449219,2025-08-04,338.8500061035156,27,-1058.1300659179688,-10.366628281553794,Stop Loss,47
IBM,2025-07-24,258.760498046875,2025-08-11,236.3000030517578,39,-875.9593048095703,-8.680032371497608,Stop Loss,18
INTC,2025-08-05,20.190000534057617,2025-08-14,23.860000610351562,492,1805.640037536621,18.17731539978508,Take Profit,9
CRM,2025-08-15,242.01856994628906,2025-08-29,255.8045654296875,42,579.0118103027344,5.696255244569849,RSI Exit,14
IBM,2025-08-11,236.3000030517578,2025-09-08,256.0899963378906,40,791.5997314453125,8.374944151734997,RSI Exit,28
ORCL,2025-08-29,225.73826599121094,2025-09-10,327.7611999511719,46,4693.054962158203,45.19523241306956,Take Profit,12
ADBE,2025-08-04,338.8500061035156,2025-10-17,333.260009765625,29,-162.10989379882812,-1.649696395809694,End of Backtest,74
META,2025-10-03,710.5599975585938,2025-10-17,716.9199829101562,17,108.1197509765625,0.8950666197667632,End of Backtest,14
