date,equity,cash,positions
2019-02-13,20000.0,20000.0,0
2019-02-14,20207.73616552353,752.288122177124,1
2019-02-15,20561.515389442444,752.288122177124,1
2019-02-19,20473.385665416718,752.288122177124,1
2019-02-20,20713.858876228333,752.288122177124,1
2019-02-21,20363.854582309723,752.288122177124,1
2019-02-22,20794.43389749527,752.288122177124,1
2019-02-25,20731.485305309296,752.288122177124,1
2019-02-26,20531.30263185501,752.288122177124,1
2019-02-27,20318.528787136078,752.288122177124,1
2019-02-28,20193.832466840744,763.8475396633148,1
2019-03-01,20469.677565336227,763.8475396633148,1
2019-03-04,20511.24260210991,763.8475396633148,1
2019-03-05,20478.495857954025,763.8475396633148,1
2019-03-06,19915.466991901398,763.8475396633148,1
2019-03-07,19564.05294919014,763.8475396633148,1
2019-03-08,19564.05294919014,19564.05294919014,0
2019-03-11,19564.05294919014,19564.05294919014,0
2019-03-12,19564.05294919014,19564.05294919014,0
2019-03-13,19564.05294919014,19564.05294919014,0
2019-03-14,19222.37469649315,735.8840863704681,1
2019-03-15,19696.930089712143,735.8840863704681,1
2019-03-18,19600.904747247696,735.8840863704681,1
2019-03-19,20355.729456186295,735.8840863704681,1
2019-03-20,20209.448541402817,735.8840863704681,1
2019-03-21,21274.69247698784,735.8840863704681,1
2019-03-22,20555.599724531174,735.8840863704681,1
2019-03-25,20140.22216629982,735.8840863704681,1
2019-03-26,20485.257798433304,735.8840863704681,1
2019-03-27,20443.94165110588,735.8840863704681,1
2019-03-28,20527.542720079422,770.9284207820892,1
2019-03-29,20785.012340784073,770.9284207820892,1
2019-04-01,21088.19390130043,770.9284207820892,1
2019-04-02,21168.441419363022,770.9284207820892,1
2019-04-03,21794.857318639755,770.9284207820892,1
2019-04-04,21754.730347394943,770.9284207820892,1
2019-04-05,22054.562639951706,770.9284207820892,1
2019-04-08,22148.19438099861,770.9284207820892,1
2019-04-09,21866.19415640831,770.9284207820892,1
2019-04-10,22182.738525152206,770.9284207820892,1
2019-04-11,22120.508018255234,832.9087216854095,1
2019-04-12,21950.46738600731,832.9087216854095,1
2019-04-15,21360.319585561752,832.9087216854095,1
2019-04-16,21750.409032583237,832.9087216854095,1
2019-04-17,21648.167709112167,832.9087216854095,1
2019-04-18,21538.13476061821,832.9087216854095,1
2019-04-22,21779.305733442307,832.9087216854095,1
2019-04-23,22023.816279172897,832.9087216854095,1
2019-04-24,22079.388993024826,832.9087216854095,1
2019-04-25,21605.821933031082,828.1640856266022,1
2019-04-26,20625.3657848835,828.1640856266022,1
2019-04-29,20625.3657848835,20625.3657848835,0
2019-04-30,20625.3657848835,20625.3657848835,0
2019-05-01,20036.60600399971,787.0263874530792,1
2019-05-02,20036.60600399971,20036.60600399971,0
2019-05-03,19988.934912919998,771.115380525589,1
2019-05-06,19444.135432481766,771.115380525589,1
2019-05-07,18926.575276613235,771.115380525589,1
2019-05-08,18926.575276613235,18926.575276613235,0
2019-05-09,18926.575276613235,18926.575276613235,0
2019-05-10,18926.575276613235,18926.575276613235,0
2019-05-13,18926.575276613235,18926.575276613235,0
2019-05-14,18926.575276613235,18926.575276613235,0
2019-05-15,18926.575276613235,18926.575276613235,0
2019-05-16,18926.575276613235,18926.575276613235,0
2019-05-17,18926.575276613235,18926.575276613235,0
2019-05-20,18926.575276613235,18926.575276613235,0
2019-05-21,18926.575276613235,18926.575276613235,0
2019-05-22,18926.575276613235,18926.575276613235,0
2019-05-23,18926.575276613235,18926.575276613235,0
2019-05-24,18926.575276613235,18926.575276613235,0
2019-05-28,18926.575276613235,18926.575276613235,0
2019-05-29,18926.575276613235,18926.575276613235,0
2019-05-30,18926.575276613235,18926.575276613235,0
2019-05-31,18926.575276613235,18926.575276613235,0
2019-06-03,18926.575276613235,18926.575276613235,0
2019-06-04,18926.575276613235,18926.575276613235,0
2019-06-05,18883.455464601517,711.4554646015167,1
2019-06-06,20312.575276613235,711.4554646015167,1
2019-06-07,20676.015370607376,711.4554646015167,1
2019-06-10,21181.135182619095,711.4554646015167,1
2019-06-11,20676.015370607376,711.4554646015167,1
2019-06-12,20534.335652589798,711.4554646015167,1
2019-06-13,20047.695088624954,711.4554646015167,1
2019-06-14,19413.21584057808,711.4554646015167,1
2019-06-17,18698.65593457222,711.4554646015167,1
2019-06-18,19468.65593457222,711.4554646015167,1
2019-06-19,19609.488597154617,740.3222229480743,1
2019-06-20,19041.98800587654,740.3222229480743,1
2019-06-21,19228.65544819832,740.3222229480743,1
2019-06-24,19376.98875927925,740.3222229480743,1
2019-06-25,19053.65621113777,740.3222229480743,1
2019-06-26,19012.822261095047,740.3222229480743,1
2019-06-27,19310.322156190872,740.3222229480743,1
2019-06-28,19361.988654375076,740.3222229480743,1
2019-07-01,19671.155562639236,740.3222229480743,1
2019-07-02,19452.822556734085,740.3222229480743,1
2019-07-03,19512.82701420784,732.9907848834991,1
2019-07-05,19222.04222893715,732.9907848834991,1
2019-07-08,18873.55820965767,732.9907848834991,1
2019-07-09,18885.098720788956,732.9907848834991,1
2019-07-10,19202.421256303787,732.9907848834991,1
2019-07-11,19920.158450365067,732.9907848834991,1
2019-07-12,20073.62521481514,732.9907848834991,1
2019-07-15,20034.38769841194,732.9907848834991,1
2019-07-16,20012.469252824783,732.9907848834991,1
2019-07-17,20315.61488890648,753.7481906414032,1
2019-07-18,20369.794570207596,753.7481906414032,1
2019-07-19,20169.228216409683,753.7481906414032,1
2019-07-22,20501.192408323288,753.7481906414032,1
2019-07-23,21001.45139193535,753.7481906414032,1
2019-07-24,21347.25194144249,753.7481906414032,1
2019-07-25,20738.63801932335,753.7481906414032,1
2019-07-26,20933.448625326157,753.7481906414032,1
2019-07-29,20904.625645399094,753.7481906414032,1
2019-07-30,20977.242743253708,753.7481906414032,1
2019-07-31,20202.84417939186,788.6238009929657,1
2019-08-01,19765.58536219597,788.6238009929657,1
2019-08-02,19336.37776207924,788.6238009929657,1
2019-08-05,19336.37776207924,19336.37776207924,0
2019-08-06,19336.37776207924,19336.37776207924,0
2019-08-07,19336.37776207924,19336.37776207924,0
2019-08-08,19336.37776207924,19336.37776207924,0
2019-08-09,19336.37776207924,19336.37776207924,0
2019-08-12,19336.37776207924,19336.37776207924,0
2019-08-13,19336.37776207924,19336.37776207924,0
2019-08-14,19336.37776207924,19336.37776207924,0
2019-08-15,19336.37776207924,19336.37776207924,0
2019-08-16,19336.37776207924,19336.37776207924,0
2019-08-19,19336.37776207924,19336.37776207924,0
2019-08-20,19336.37776207924,19336.37776207924,0
2019-08-21,19336.37776207924,19336.37776207924,0
2019-08-22,19336.37776207924,19336.37776207924,0
2019-08-23,19336.37776207924,19336.37776207924,0
2019-08-26,19336.37776207924,19336.37776207924,0
2019-08-27,19336.37776207924,19336.37776207924,0
2019-08-28,19336.37776207924,19336.37776207924,0
2019-08-29,19336.37776207924,19336.37776207924,0
2019-08-30,19336.37776207924,19336.37776207924,0
2019-09-03,18965.300699472427,725.5867574214935,1
2019-09-04,19475.255821466446,725.5867574214935,1
2019-09-05,20695.167511224747,725.5867574214935,1
2019-09-06,20574.06030535698,725.5867574214935,1
2019-09-09,20779.604093313217,725.5867574214935,1
2019-09-10,21077.361208677292,725.5867574214935,1
2019-09-11,21205.126893281937,725.5867574214935,1
2019-09-12,21198.459894418716,725.5867574214935,1
2019-09-13,20939.597155809402,725.5867574214935,1
2019-09-16,20747.98552250862,788.9393756389618,1
2019-09-17,20843.22864985466,788.9393756389618,1
2019-09-18,20722.50525212288,788.9393756389618,1
2019-09-19,20385.817452669144,788.9393756389618,1
2019-09-20,19915.116171121597,788.9393756389618,1
2019-09-23,20153.231421232224,788.9393756389618,1
2019-09-24,19897.392519712448,788.9393756389618,1
2019-09-25,20528.693822145462,788.9393756389618,1
2019-09-26,20430.119149446487,788.9393756389618,1
2019-09-27,19812.107931375504,788.9393756389618,1
2019-09-30,19812.107931375504,19812.107931375504,0
2019-10-01,20114.397995233536,751.2612612247467,1
2019-10-02,19990.94988656044,751.2612612247467,1
2019-10-03,19191.701152086258,751.2612612247467,1
2019-10-04,19258.941386461258,720.7245895862579,1
2019-10-07,19499.367167711258,720.7245895862579,1
2019-10-08,18776.054667711258,720.7245895862579,1
2019-10-09,19130.580058336258,720.7245895862579,1
2019-10-10,19366.927714586258,720.7245895862579,1
2019-10-11,19668.486308336258,720.7245895862579,1
2019-10-14,19723.492167711258,720.7245895862579,1
2019-10-15,20725.941386461258,720.7245895862579,1
2019-10-16,20505.890605211258,720.7245895862579,1
2019-10-17,20514.040995836258,720.7245895862579,1
2019-10-18,20127.95369029045,773.8804686069489,1
2019-10-21,20688.79697918892,773.8804686069489,1
2019-10-22,20648.160310983658,773.8804686069489,1
2019-10-23,20595.324071645737,773.8804686069489,1
2019-10-24,20775.162073373795,773.8804686069489,1
2019-10-25,21555.461291074753,773.8804686069489,1
2019-10-28,21784.060567617416,773.8804686069489,1
2019-10-29,21390.86350083351,773.8804686069489,1
2019-10-30,21398.99589896202,773.8804686069489,1
2019-10-31,21197.820822000504,773.8804686069489,1
2019-11-01,21357.14134812355,798.8791716098785,1
2019-11-04,22159.823652505875,798.8791716098785,1
2019-11-05,22069.509855508804,798.8791716098785,1
2019-11-06,21868.58879685402,798.8791716098785,1
2019-11-07,21940.63828110695,798.8791716098785,1
2019-11-08,21883.80451798439,798.8791716098785,1
2019-11-11,21924.401174783707,798.8791716098785,1
2019-11-12,22069.509855508804,798.8791716098785,1
2019-11-13,21963.97255539894,798.8791716098785,1
2019-11-14,22087.77222275734,798.8791716098785,1
2019-11-15,21520.334489107132,830.1863672733307,1
2019-11-18,22340.08354496956,830.1863672733307,1
2019-11-19,21905.39186024666,830.1863672733307,1
2019-11-20,22228.621000528336,830.1863672733307,1
2019-11-21,22127.293180704117,830.1863672733307,1
2019-11-22,22199.234767198563,830.1863672733307,1
2019-11-25,23244.935536623,830.1863672733307,1
2019-11-26,22818.352408647537,830.1863672733307,1
2019-11-27,22960.318201303482,830.1863672733307,1
2019-11-29,22808.20797085762,830.1863672733307,1
2019-12-02,22049.63603425026,857.1598842144012,1
2019-12-03,21888.610773324966,857.1598842144012,1
2019-12-04,22066.855756521225,857.1598842144012,1
2019-12-05,21997.986568689346,857.1598842144012,1
2019-12-06,22345.372880220413,857.1598842144012,1
2019-12-09,22345.372880220413,857.1598842144012,1
2019-12-10,22528.67803645134,857.1598842144012,1
2019-12-11,22868.978553533554,857.1598842144012,1
2019-12-12,23550.580756902695,857.1598842144012,1
2019-12-13,23542.480211496353,857.1598842144012,1
2019-12-16,23659.81801056862,885.0356771945953,1
2019-12-17,23977.440096139908,885.0356771945953,1
2019-12-18,24100.843416452408,885.0356771945953,1
2019-12-19,24702.71559357643,885.0356771945953,1
2019-12-20,25098.22246003151,885.0356771945953,1
2019-12-23,25042.588258981705,885.0356771945953,1
2019-12-24,25022.356935739517,885.0356771945953,1
2019-12-26,25080.01620697975,885.0356771945953,1
2019-12-27,24845.3367331028,885.0356771945953,1
2019-12-30,24385.999498605728,932.2016241550446,1
2019-12-31,24686.835409402847,932.2016241550446,1
2020-01-02,25152.239763498306,932.2016241550446,1
2020-01-03,24764.578478097916,932.2016241550446,1
2020-01-06,24864.51478791237,932.2016241550446,1
2020-01-07,25154.26471543312,932.2016241550446,1
2020-01-08,25199.689783334732,932.2016241550446,1
2020-01-09,25466.211752176285,932.2016241550446,1
2020-01-10,25597.454553842545,932.2016241550446,1
2020-01-13,26369.8104865551,962.607507944107,1
2020-01-14,25895.908746004105,962.607507944107,1
2020-01-15,25723.484256982803,962.607507944107,1
2020-01-16,26062.27552628517,962.607507944107,1
2020-01-17,26097.5632250309,962.607507944107,1
2020-01-21,25962.4546854496,962.607507944107,1
2020-01-22,26181.26043868065,962.607507944107,1
2020-01-23,26458.541625261307,962.607507944107,1
2020-01-24,26218.564798116684,962.607507944107,1
2020-01-27,25183.049803972244,987.5455057621002,1
2020-01-28,25965.731505155563,987.5455057621002,1
2020-01-29,25720.953030347824,987.5455057621002,1
2020-01-30,25748.151067495346,987.5455057621002,1
2020-01-31,24803.300056695938,987.5455057621002,1
2020-02-03,29549.066314935684,949.0663149356842,1
2020-02-04,33474.599418878555,949.0663149356842,1
2020-02-05,27949.010063409805,1303.8903124332428,1
2020-02-06,28470.92697930336,1058.9903147220612,1
2020-02-07,28438.352722406387,1058.9903147220612,1
2020-02-10,29287.838409662247,1058.9903147220612,1
2020-02-11,29401.29751610756,1058.9903147220612,1
2020-02-12,29141.80504631996,1058.9903147220612,1
2020-02-13,30485.38947701454,1058.9903147220612,1
2020-02-14,30340.089107751846,1058.9903147220612,1
2020-02-18,32476.42967247963,1058.9903147220612,1
2020-02-19,34636.5611307621,1058.9903147220612,1
2020-02-20,34000.97147011757,1299.5355875492096,1
2020-02-21,32451.177280664444,1299.5355875492096,1
2020-02-24,30248.831547021866,1299.5355875492096,1
2020-02-25,29067.548710107803,1177.354313135147,1
2020-02-26,29067.548710107803,29067.548710107803,0
2020-02-27,29067.548710107803,29067.548710107803,0
2020-02-28,29067.548710107803,29067.548710107803,0
2020-03-02,29067.548710107803,29067.548710107803,0
2020-03-03,28001.008110284805,1095.7572929859161,1
2020-03-04,29885.15996146202,1095.7572929859161,1
2020-03-05,28749.80716586113,1095.7572929859161,1
2020-03-06,28016.18949341774,1095.7572929859161,1
2020-03-09,28016.18949341774,28016.18949341774,0
2020-03-10,28016.18949341774,28016.18949341774,0
2020-03-11,28016.18949341774,28016.18949341774,0
2020-03-12,28016.18949341774,28016.18949341774,0
2020-03-13,28016.18949341774,28016.18949341774,0
2020-03-16,28016.18949341774,28016.18949341774,0
2020-03-17,28016.18949341774,28016.18949341774,0
2020-03-18,28016.18949341774,28016.18949341774,0
2020-03-19,28016.18949341774,28016.18949341774,0
2020-03-20,28016.18949341774,28016.18949341774,0
2020-03-23,28016.18949341774,28016.18949341774,0
2020-03-24,28016.18949341774,28016.18949341774,0
2020-03-25,28016.18949341774,28016.18949341774,0
2020-03-26,28016.18949341774,28016.18949341774,0
2020-03-27,28016.18949341774,28016.18949341774,0
2020-03-30,28016.18949341774,28016.18949341774,0
2020-03-31,28016.18949341774,28016.18949341774,0
2020-04-01,28016.18949341774,28016.18949341774,0
2020-04-02,28016.18949341774,28016.18949341774,0
2020-04-03,28016.18949341774,28016.18949341774,0
2020-04-06,28016.18949341774,28016.18949341774,0
2020-04-07,27074.81215786934,1050.804049730301,1
2020-04-08,27870.514364480972,1050.804049730301,1
2020-04-09,27468.638209581375,1050.804049730301,1
2020-04-13,28161.8684694767,1050.804049730301,1
2020-04-14,29578.453879594803,1050.804049730301,1
2020-04-15,29266.002156496048,1050.804049730301,1
2020-04-16,30658.47572827339,1050.804049730301,1
2020-04-17,30419.363619089127,1050.804049730301,1
2020-04-20,29889.901503801346,1050.804049730301,1
2020-04-21,27591.774703264236,1130.1636955738068,1
2020-04-22,29340.80326771736,1130.1636955738068,1
2020-04-23,28320.439589738846,1130.1636955738068,1
2020-04-24,29072.610862016678,1130.1636955738068,1
2020-04-27,31908.663695573807,1130.1636955738068,1
2020-04-28,30766.920546770096,1130.1636955738068,1
2020-04-29,31976.48185658455,1130.1636955738068,1
2020-04-30,31258.605521440506,1130.1636955738068,1
2020-05-01,28154.360282182693,1130.1636955738068,1
2020-05-04,30461.35076069832,1130.1636955738068,1
2020-05-05,30707.92060494423,1145.4869167804718,1
2020-05-06,31115.519468069077,1145.4869167804718,1
2020-05-07,31828.063579320908,1145.4869167804718,1
2020-05-08,32595.957863092422,1145.4869167804718,1
2020-05-11,33614.45499062538,1145.4869167804718,1
2020-05-12,32555.69530940056,1145.4869167804718,1
2020-05-13,32465.12335085869,1145.4869167804718,1
2020-05-14,33473.54857754707,1145.4869167804718,1
2020-05-15,35326.36597657204,1145.4869167804718,1
2020-05-18,36371.018830537796,1145.4869167804718,1
2020-05-19,36591.99821591377,1372.129784822464,1
2020-05-20,37249.97015595436,1372.129784822464,1
2020-05-21,36471.00939869881,1372.129784822464,1
