date,equity,cash,positions
2020-05-22,37474.935532808304,1372.129784822464,1
2020-05-26,36241.0241997242,1372.129784822464,1
2020-05-27,35471.069256067276,1372.129784822464,1
2020-05-28,35318.08146595955,1372.129784822464,1
2020-05-29,36871.97869896889,1372.129784822464,1
2020-06-01,36595.00015377998,1372.129784822464,1
2020-06-02,36670.97926449776,1380.902604341507,1
2020-06-03,36448.05284810066,1380.902604341507,1
2020-06-04,36452.0608150959,1380.902604341507,1
2020-06-05,37066.14873242378,1380.902604341507,1
2020-06-08,36606.0746986866,1380.902604341507,1
2020-06-09,37570.214701890945,1380.902604341507,1
2020-06-10,38853.39959645271,1380.902604341507,1
2020-06-11,36571.07484936714,1380.902604341507,1
2020-06-12,37116.15070462227,1380.902604341507,1
2020-06-15,38081.289828538895,1380.902604341507,1
2020-06-16,37757.38630986214,1484.0511810779572,1
2020-06-17,38114.160754442215,1484.0511810779572,1
2020-06-18,38563.63907170296,1484.0511810779572,1
2020-06-19,38450.62597966194,1484.0511810779572,1
2020-06-22,38207.604296922684,1484.0511810779572,1
2020-06-23,38483.124957323074,1484.0511810779572,1
2020-06-24,36971.44276738167,1484.0511810779572,1
2020-06-25,37899.58043217659,1484.0511810779572,1
2020-06-26,36930.44815373421,1484.0511810779572,1
2020-06-29,38762.711688280106,1484.0511810779572,1
2020-06-30,39969.8909676075,1462.1657860279083,1
2020-07-01,40100.66274189949,1462.1657860279083,1
2020-07-02,40434.15249180794,1462.1657860279083,1
2020-07-06,41354.48969578743,1462.1657860279083,1
2020-07-07,41486.2507545948,1462.1657860279083,1
2020-07-08,42881.97990345955,1462.1657860279083,1
2020-07-09,44069.92050862312,1462.1657860279083,1
2020-07-10,43949.30150914192,1462.1657860279083,1
2020-07-13,42218.08076405525,1462.1657860279083,1
2020-07-14,42753.69353413582,1597.8524162769318,1
2020-07-15,43546.25548481941,1597.8524162769318,1
2020-07-16,42315.21649098396,1597.8524162769318,1
2020-07-17,42320.6443169117,1597.8524162769318,1
2020-07-20,46177.91887593269,1597.8524162769318,1
2020-07-21,44152.687720537186,1597.8524162769318,1
2020-07-22,44803.073546648026,1597.8524162769318,1
2020-07-23,42652.48383259773,1597.8524162769318,1
2020-07-24,40045.78595662117,1597.8524162769318,1
2020-07-27,43372.332167863846,1597.8524162769318,1
2020-07-28,42549.53179860115,1645.4814293384552,1
2020-07-29,47679.92921376228,1645.4814293384552,1
2020-07-30,48956.47958302498,1645.4814293384552,1
2020-07-31,48490.6316139698,1645.4814293384552,1
2020-08-03,48635.83032155037,1645.4814293384552,1
2020-08-04,53094.6819832325,1645.4814293384552,1
2020-08-05,53258.029952287674,1645.4814293384552,1
2020-08-06,54105.03087544441,1645.4814293384552,1
2020-08-07,53480.313789606094,2034.2967312335968,1
2020-08-10,53321.82578969002,2034.2967312335968,1
2020-08-11,51874.840943574905,2034.2967312335968,1
2020-08-12,54586.22219204903,2034.2967312335968,1
2020-08-13,54598.84602475166,2034.2967312335968,1
2020-08-14,55154.677070856094,2034.2967312335968,1
2020-08-17,58705.52561211586,2034.2967312335968,1
2020-08-18,58355.26260495186,2034.2967312335968,1
2020-08-19,57793.695451021194,2034.2967312335968,1
2020-08-20,57805.18524861336,2034.2967312335968,1
2020-08-21,60290.72158265114,2179.5019085407257,1
2020-08-24,60459.099438905716,2179.5019085407257,1
2020-08-25,60595.39926838875,2179.5019085407257,1
2020-08-26,60700.77407383919,2179.5019085407257,1
2020-08-27,60037.58706498146,2179.5019085407257,1
2020-08-28,62417.752977609634,2179.5019085407257,1
2020-08-31,63456.634749650955,2179.5019085407257,1
2020-09-01,65521.276859521866,2179.5019085407257,1
2020-09-02,67929.64969086647,2179.5019085407257,1
2020-09-03,61829.67335629463,2179.5019085407257,1
2020-09-04,61448.07423520088,2400.8726971149445,1
2020-09-08,59057.674454927444,2400.8726971149445,1
2020-09-09,61376.075333833694,2400.8726971149445,1
2020-09-10,59266.47511410713,2400.8726971149445,1
2020-09-11,58584.29975438118,2227.897838830948,1
2020-09-14,61863.186500787735,2227.897838830948,1
2020-09-15,62413.35851311684,2227.897838830948,1
2020-09-16,60205.79242730141,2227.897838830948,1
2020-09-17,59969.51060128212,2227.897838830948,1
2020-09-18,58698.966195344925,2227.897838830948,1
2020-09-21,59623.2716152668,2251.150307893753,1
2020-09-22,59623.2716152668,59623.2716152668,0
2020-09-23,59623.2716152668,59623.2716152668,0
2020-09-24,59623.2716152668,59623.2716152668,0
2020-09-25,59623.2716152668,59623.2716152668,0
2020-09-28,59623.2716152668,59623.2716152668,0
2020-09-29,59623.2716152668,59623.2716152668,0
2020-09-30,59623.2716152668,59623.2716152668,0
2020-10-01,62182.99358487129,2278.9377224445343,1
2020-10-02,57762.63186001778,2278.9377224445343,1
2020-10-05,59178.16137051582,2278.9377224445343,1
2020-10-06,59178.16137051582,59178.16137051582,0
2020-10-07,60121.45812153816,2221.9228994846344,1
2020-10-08,59602.122542619705,2221.9228994846344,1
2020-10-09,59287.01337170601,2221.9228994846344,1
2020-10-12,61207.800617456436,2221.9228994846344,1
2020-10-13,61300.04955506325,2221.9228994846344,1
2020-10-14,60665.65863251686,2221.9228994846344,1
2020-10-15,60146.33098626137,2221.9228994846344,1
2020-10-16,59489.13365769386,2221.9228994846344,1
2020-10-19,58188.23246026039,2221.9228994846344,1
2020-10-20,58800.84822297096,2221.9228994846344,1
2020-10-21,58300.057817697525,2208.3189260959625,1
2020-10-22,57620.91414093971,2208.3189260959625,1
2020-10-23,58571.70179963112,2208.3189260959625,1
2020-10-26,56709.537492990494,2208.3189260959625,1
2020-10-27,56709.537492990494,56709.537492990494,0
2020-10-28,56709.537492990494,56709.537492990494,0
2020-10-29,56709.537492990494,56709.537492990494,0
2020-10-30,56709.537492990494,56709.537492990494,0
2020-11-02,56709.537492990494,56709.537492990494,0
2020-11-03,56709.537492990494,56709.537492990494,0
2020-11-04,56709.537492990494,56709.537492990494,0
2020-11-05,56709.537492990494,56709.537492990494,0
2020-11-06,56709.537492990494,56709.537492990494,0
2020-11-09,56709.537492990494,56709.537492990494,0
2020-11-10,56709.537492990494,56709.537492990494,0
2020-11-11,64349.61764168739,2137.537492990494,1
2020-11-12,58970.377195596695,2137.537492990494,1
2020-11-13,63725.93823647499,2137.537492990494,1
2020-11-16,64232.67868256569,2137.537492990494,1
2020-11-17,71716.83897995949,2137.537492990494,1
2020-11-18,71910.18602967262,2690.8875048160553,1
2020-11-19,76086.54573464394,2690.8875048160553,1
2020-11-20,72876.93602967262,2690.8875048160553,1
2020-11-23,84052.5710451603,2690.8875048160553,1
2020-11-24,94802.82632470131,2690.8875048160553,1
2020-11-25,97856.50552392006,3720.5080263614655,1
2020-11-27,99785.14462304115,3720.5080263614655,1
2020-11-30,96806.90652489662,3720.5080263614655,1
2020-12-01,99621.14712548256,3720.5080263614655,1
2020-12-02,97006.99172997475,3720.5080263614655,1
2020-12-03,101034.82882714272,3720.5080263614655,1
2020-12-04,101963.06442284584,3720.5080263614655,1
2020-12-07,108969.14712548256,3720.5080263614655,1
2020-12-08,110300.82632470131,3720.5080263614655,1
2020-12-09,102885.49398827553,4153.761352777481,1
2020-12-10,106575.193390131,4153.761352777481,1
2020-12-11,103785.46224999428,4153.761352777481,1
2020-12-14,108659.3308107853,4153.761352777481,1
2020-12-15,107584.59219384193,4153.761352777481,1
2020-12-16,105872.85955834389,4153.761352777481,1
2020-12-17,111284.09368920326,4153.761352777481,1
2020-12-18,117670.43051171303,4153.761352777481,1
2020-12-21,110297.55896019936,4153.761352777481,1
2020-12-22,108742.6299135685,4153.761352777481,1
2020-12-23,109663.82482933998,4153.761352777481,1
2020-12-24,112242.85955834389,4153.761352777481,1
2020-12-28,112556.45925927162,4153.761352777481,1
2020-12-29,112932.13140892982,4153.761352777481,1
2020-12-30,117634.49697899818,4153.761352777481,1
2020-12-31,119413.19189476967,4153.761352777481,1
2021-01-04,123349.52871727943,4153.761352777481,1
2021-01-05,124221.7281191349,4153.761352777481,1
2021-01-06,127609.62399315834,4888.871353387833,1
2021-01-07,137359.36607384682,4888.871353387833,1
2021-01-08,147745.44956994057,4888.871353387833,1
2021-01-11,136572.0484163761,4888.871353387833,1
2021-01-12,142781.2984163761,4888.871353387833,1
2021-01-13,143588.10023522377,4888.871353387833,1
2021-01-14,142060.53306603432,4888.871353387833,1
2021-01-15,139002.17366051674,4888.871353387833,1
2021-01-19,141987.48603844643,4888.871353387833,1
2021-01-20,142941.32331871986,5451.904678583145,1
2021-01-21,142058.61976647377,5451.904678583145,1
2021-01-22,142325.3638460636,5451.904678583145,1
2021-01-25,147847.90763878822,5451.904678583145,1
2021-01-26,148218.12568688393,5451.904678583145,1
2021-01-27,145157.77687096596,5451.904678583145,1
2021-01-28,140513.08189415932,5451.904678583145,1
2021-01-29,133739.25941491127,5451.904678583145,1
2021-02-01,129275.27494835854,5015.638298273087,1
2021-02-02,118517.81997323036,5015.638298273087,1
2021-02-03,118296.93705773354,4453.8968937397,1
2021-02-04,119422.27162575722,4453.8968937397,1
2021-02-05,118805.98479676247,4453.8968937397,1
2021-02-08,125938.760171175,4453.8968937397,1
2021-02-09,124462.15482354164,4453.8968937397,1
2021-02-10,128677.46050190926,4453.8968937397,1
2021-02-11,132770.77849698067,4453.8968937397,1
2021-02-12,130334.9915831089,4453.8968937397,1
2021-02-16,133439.6951944828,4453.8968937397,1
2021-02-17,129885.36433434486,5004.268914461136,1
2021-02-18,129240.27678990364,5004.268914461136,1
2021-02-19,130057.08963990211,5004.268914461136,1
2021-02-22,125275.40435528755,5004.268914461136,1
2021-02-23,123484.65088200569,5004.268914461136,1
2021-02-24,126475.54263424873,5004.268914461136,1
2021-02-25,116493.27416443825,5004.268914461136,1
2021-02-26,116493.27416443825,116493.27416443825,0
2021-03-01,116493.27416443825,116493.27416443825,0
2021-03-02,116493.27416443825,116493.27416443825,0
2021-03-03,116493.27416443825,116493.27416443825,0
2021-03-04,116493.27416443825,116493.27416443825,0
2021-03-05,116493.27416443825,116493.27416443825,0
2021-03-08,116493.27416443825,116493.27416443825,0
2021-03-09,116493.27416443825,116493.27416443825,0
2021-03-10,116493.27416443825,116493.27416443825,0
2021-03-11,116493.27416443825,116493.27416443825,0
2021-03-12,116493.27416443825,116493.27416443825,0
2021-03-15,116493.27416443825,116493.27416443825,0
2021-03-16,116493.27416443825,116493.27416443825,0
2021-03-17,116493.27416443825,116493.27416443825,0
2021-03-18,116493.27416443825,116493.27416443825,0
2021-03-19,116493.27416443825,116493.27416443825,0
2021-03-22,116493.27416443825,116493.27416443825,0
2021-03-23,116493.27416443825,116493.27416443825,0
2021-03-24,116493.27416443825,116493.27416443825,0
2021-03-25,116493.27416443825,116493.27416443825,0
2021-03-26,116493.27416443825,116493.27416443825,0
2021-03-29,116493.27416443825,116493.27416443825,0
2021-03-30,116493.27416443825,116493.27416443825,0
2021-03-31,116493.27416443825,116493.27416443825,0
2021-04-01,116493.27416443825,116493.27416443825,0
2021-04-05,116493.27416443825,116493.27416443825,0
2021-04-06,116493.27416443825,116493.27416443825,0
2021-04-07,116493.27416443825,116493.27416443825,0
2021-04-08,117868.59410881996,4379.255911111832,1
2021-04-09,118526.51462769508,4379.255911111832,1
2021-04-12,124939.3849966526,4379.255911111832,1
2021-04-13,128668.97539544106,4379.255911111832,1
2021-04-14,125478.40832543373,4379.255911111832,1
2021-04-15,132297.55243897438,4379.255911111832,1
2021-04-16,130515.95117211342,4379.255911111832,1
2021-04-19,126150.20397210121,4379.255911111832,1
2021-04-20,124640.11872315407,4379.255911111832,1
2021-04-21,126140.29208397865,4379.255911111832,1
2021-04-22,122107.3202431202,4731.697873353958,1
2021-04-23,125387.45384907722,4731.697873353958,1
2021-04-26,127069.01799321175,4731.697873353958,1
2021-04-27,126308.2535545826,4731.697873353958,1
