date,equity,positions,cummax,drawdown
2024-08-15,100304.1877672107,2,157488.00824966133,-36.3099521785803
2024-08-16,99919.04280327205,2,157488.00824966133,-36.55450728358112
2024-08-19,101129.06536040895,2,157488.00824966133,-35.786180494395566
2024-08-20,100244.7015816491,2,157488.00824966133,-36.34772406116535
2024-08-21,102434.35788415701,2,157488.00824966133,-34.957360231662406
2024-08-22,99311.19508279755,3,157488.00824966133,-36.94047173079852
2024-08-23,99678.92144263018,3,157488.00824966133,-36.706976899084296
2024-08-26,95667.8260103577,3,157488.00824966133,-39.25389807540255
2024-08-27,95704.4432476833,3,157488.00824966133,-39.230647265558325
2024-08-28,94066.724848983,2,157488.00824966133,-40.27054764711885
2024-08-29,92239.78253077898,2,157488.00824966133,-41.430599347885696
2024-08-30,92787.82328487076,1,157488.00824966133,-41.08261046912421
2024-09-03,88040.51222496218,2,157488.00824966133,-44.0970057317672
2024-09-04,88300.21850107581,1,157488.00824966133,-43.93210030245862
2024-09-05,89575.78398945415,2,157488.00824966133,-43.122155785060045
2024-09-06,84749.22450438814,1,157488.00824966133,-46.18687133941172
2024-09-09,86124.6965944989,1,157488.00824966133,-45.3134892289908
2024-09-10,88921.40931815482,2,157488.00824966133,-43.537663402796866
2024-09-11,89598.58360144474,2,157488.00824966133,-43.10767873868427
2024-09-12,90142.724003022,2,157488.00824966133,-42.76216646278156
2024-09-13,91701.56312288954,2,157488.00824966133,-41.772351976464385
2024-09-16,92354.45648322703,2,157488.00824966133,-41.35778494523844
2024-09-17,92921.48090681799,2,157488.00824966133,-40.997742025213654
2024-09-18,92606.93372280727,2,157488.00824966133,-41.19746972988566
2024-09-19,98488.75067598413,2,157488.00824966133,-37.46269841710571
2024-09-20,97600.56687957884,2,157488.00824966133,-38.02666757658438
2024-09-23,102652.36059585583,2,157488.00824966133,-34.81893527212312
2024-09-24,101759.10853720644,2,157488.00824966133,-35.386122620910555
2024-09-25,103020.71319526927,2,157488.00824966133,-34.58504279770088
2024-09-26,102154.27763211736,2,157488.00824966133,-35.13520250368838
2024-09-27,103460.95359555598,2,157488.00824966133,-34.305503799665665
2024-09-30,104543.72701807477,2,157488.00824966133,-33.61797626372636
2024-10-01,100398.70421235559,3,157488.00824966133,-36.24993716778973
2024-10-02,100508.26868788006,3,157488.00824966133,-36.18036712449425
2024-10-03,105504.12260812192,2,157488.00824966133,-33.008154855276864
2024-10-04,107811.4958707072,2,157488.00824966133,-31.54304440767538
2024-10-07,106502.33204630172,2,157488.00824966133,-32.37432282623922
2024-10-08,114779.552597957,2,157488.00824966133,-27.1185445332446
2024-10-09,118931.74352135626,2,157488.00824966133,-24.48203209680759
2024-10-10,120676.18139475686,2,157488.00824966133,-23.374368159223728
2024-10-11,120647.4355550149,2,157488.00824966133,-23.392620875771126
2024-10-14,121521.97133782727,2,157488.00824966133,-22.837317781566018
2024-10-15,115337.099849697,2,157488.00824966133,-26.764519323365676
2024-10-16,116456.87751411878,2,157488.00824966133,-26.053495241680274
2024-10-17,117332.60053507224,2,157488.00824966133,-25.4974382880834
2024-10-18,120397.10329661572,2,157488.00824966133,-23.551574094610707
2024-10-21,123015.69586045129,2,157488.00824966133,-21.88884904465999
2024-10-22,121559.15826009886,2,157488.00824966133,-22.81370523945256
2024-10-23,113778.75237620817,2,157488.00824966133,-27.754021629483116
2024-10-24,119000.2696869073,2,157488.00824966133,-24.43852010734716
2024-10-25,117748.14134120886,2,157488.00824966133,-25.23358276615828
2024-10-28,122272.89218286582,2,157488.00824966133,-22.3605063383429
2024-10-29,124351.23144208033,3,157488.00824966133,-21.040825378304483
2024-10-30,118047.65656230344,3,157488.00824966133,-25.043399891650292
2024-10-31,96330.71990679076,3,157488.00824966133,-38.83298101397005
2024-11-01,97802.99685878193,2,157488.00824966133,-37.89813081911762
2024-11-04,96440.12605896691,2,157488.00824966133,-38.76351150108961
2024-11-05,101467.12231580753,2,157488.00824966133,-35.571524814159474
2024-11-06,115991.98778936078,2,157488.00824966133,-26.348685796138888
2024-11-07,120569.29778831318,2,157488.00824966133,-23.442235933812782
2024-11-08,126830.35960473793,2,157488.00824966133,-19.46665589695102
2024-11-11,133893.60548258835,2,157488.00824966133,-14.981713864632434
2024-11-12,129494.41371441848,2,157488.00824966133,-17.775064175594494
2024-11-13,128659.69070946594,2,157488.00824966133,-18.305087390841003
2024-11-14,123285.54868150502,2,157488.00824966133,-21.71750087405773
2024-11-15,122925.87571079086,2,157488.00824966133,-21.94588205349584
2024-11-18,127087.65527070072,2,157488.00824966133,-19.3032811303117
2024-11-19,133873.4669960013,2,157488.00824966133,-14.994501178924397
2024-11-20,131932.27123950105,2,157488.00824966133,-16.22710026889634
2024-11-21,131741.6204560827,2,157488.00824966133,-16.34815760242749
2024-11-22,132433.74521210717,2,157488.00824966133,-15.908679851888369
2024-11-25,124460.66272576521,3,157488.00824966133,-20.97133990769557
2024-11-26,125352.67028113295,2,157488.00824966133,-20.404942779887808
2024-11-27,124008.85102811658,2,157488.00824966133,-21.258226320616856
2024-11-29,128697.96019129788,2,157488.00824966133,-18.28078745698745
2024-12-02,131702.5297674258,2,157488.00824966133,-16.37297897714126
2024-12-03,134173.38527882032,2,157488.00824966133,-14.804062372724273
2024-12-04,135138.7900970866,2,157488.00824966133,-14.191060259740626
2024-12-05,140521.25140647686,2,157488.00824966133,-10.77336429087829
2024-12-06,150647.3967734176,2,157488.00824966133,-4.343576093361665
2024-12-09,141219.58697731767,3,157488.00824966133,-10.32994286558872
2024-12-10,144179.3928273439,2,157488.00824966133,-8.450557963257534
2024-12-11,156511.99789920571,2,157488.00824966133,-0.6197362969429238
2024-12-12,154450.18406064936,2,157488.00824966133,-1.9289241274778144
2024-12-13,165848.8903564,2,165848.8903564,0.0
2024-12-16,177123.3403611751,2,177123.3403611751,0.0
2024-12-17,182795.39572474966,2,182795.39572474966,0.0
2024-12-18,161979.1942925221,2,182795.39572474966,-11.38770555445076
2024-12-19,163551.65753737174,2,182795.39572474966,-10.527474234829652
2024-12-20,164713.5994419228,2,182795.39572474966,-9.891822609172356
2024-12-23,165035.6637228587,1,182795.39572474966,-9.71563421030214
2024-12-24,168923.4447002099,1,182795.39572474966,-7.588785794926656
2024-12-26,166574.54896471283,2,182795.39572474966,-8.87377206396485
2024-12-27,154581.27106042992,2,182795.39572474966,-15.434811447222724
2024-12-30,147068.75048551097,2,182795.39572474966,-19.54460893152653
2024-12-31,143503.01623790874,1,182795.39572474966,-21.495278549579414
2025-01-02,136969.4597414427,2,182795.39572474966,-25.069524208536908
2025-01-03,149427.49144871227,2,182795.39572474966,-18.254236734869533
2025-01-06,145558.1388124315,3,182795.39572474966,-20.37100374693759
2025-01-07,134871.2193011664,3,182795.39572474966,-26.21738705921604
2025-01-08,135653.30956462113,3,182795.39572474966,-25.789536970129333
2025-01-10,130476.25568827179,3,182795.39572474966,-28.621694670723098
2025-01-13,126129.80506989956,3,182795.39572474966,-30.99946277650025
2025-01-14,124504.26597886495,3,182795.39572474966,-31.88872975425407
2025-01-15,132265.92960797678,3,182795.39572474966,-27.642636137761002
2025-01-16,129790.00622152674,3,182795.39572474966,-28.99711411934991
2025-01-17,132359.83917872174,2,182795.39572474966,-27.59126199325773
2025-01-21,136995.84040061818,3,182795.39572474966,-25.055092412226678
2025-01-22,143312.0981770549,2,182795.39572474966,-21.599722132579352
2025-01-23,144252.86027917443,2,182795.39572474966,-21.08506907012688
2025-01-24,143301.03290832395,2,182795.39572474966,-21.605775495513946
2025-01-27,133210.39160471482,2,182795.39572474966,-27.12595901195407
2025-01-28,149009.1027431196,2,182795.39572474966,-18.483120347574232
2025-01-29,147099.12722108292,3,182795.39572474966,-19.52799104273808
2025-01-30,150931.39823934468,3,182795.39572474966,-17.431509890645863
2025-01-31,151230.41730882914,3,182795.39572474966,-17.267928598951446
2025-02-03,152762.0485763484,3,182795.39572474966,-16.43003480986194
2025-02-04,178847.28305409758,3,182795.39572474966,-2.1598534552790802
2025-02-05,174814.40034386242,3,182795.39572474966,-4.366081185603215
2025-02-06,188069.07520410925,3,188069.07520410925,0.0
2025-02-07,187817.32711811314,2,188069.07520410925,-0.13385937359605113
2025-02-10,195856.76120290282,2,195856.76120290282,0.0
2025-02-11,190988.1905612158,2,195856.76120290282,-2.4857812473695016
2025-02-12,198386.92155376694,2,198386.92155376694,0.0
2025-02-13,199693.1932064299,2,199693.1932064299,0.0
2025-02-14,202923.74120943923,2,202923.74120943923,0.0
2025-02-18,206207.29615519528,2,206207.29615519528,0.0
2025-02-19,182138.6985692891,3,206207.29615519528,-11.672039755466136
2025-02-20,178763.47003845187,3,206207.29615519528,-13.308853095134277
2025-02-21,169710.17738046992,3,206207.29615519528,-17.699237347672206
2025-02-24,163485.42532132,2,206207.29615519528,-20.71792396798706
2025-02-25,160645.80147010897,1,206207.29615519528,-22.094996411182226
2025-02-26,162893.20260328043,1,206207.29615519528,-21.005121719512722
2025-02-27,157590.34621338744,1,206207.29615519528,-23.576736055555404
2025-02-28,163372.9913616642,1,206207.29615519528,-20.77244869225831
2025-03-03,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-04,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-05,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-06,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-07,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-10,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-11,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-12,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-13,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-14,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-17,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-18,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-19,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-20,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-21,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-24,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-25,163372.9913616642,0,206207.29615519528,-20.77244869225831
2025-03-26,155977.03070297462,1,206207.29615519528,-24.359111626397773
2025-03-27,150309.98845750492,1,206207.29615519528,-27.107337489950428
2025-03-28,144819.04167663114,1,206207.29615519528,-29.770166052884107
2025-03-31,144819.04167663114,0,206207.29615519528,-29.770166052884107
2025-04-01,144819.04167663114,0,206207.29615519528,-29.770166052884107
2025-04-02,144819.04167663114,0,206207.29615519528,-29.770166052884107
2025-04-03,144819.04167663114,0,206207.29615519528,-29.770166052884107
2025-04-04,144819.04167663114,0,206207.29615519528,-29.770166052884107
2025-04-07,144819.04167663114,0,206207.29615519528,-29.770166052884107
2025-04-08,144819.04167663114,0,206207.29615519528,-29.770166052884107
2025-04-09,144819.04167663114,0,206207.29615519528,-29.770166052884107
2025-04-10,132968.02407243734,1,206207.29615519528,-35.517303921019725
2025-04-11,132914.15805231925,1,206207.29615519528,-35.54342618784658
2025-04-14,132914.15805231925,0,206207.29615519528,-35.54342618784658
2025-04-15,132914.15805231925,0,206207.29615519528,-35.54342618784658
2025-04-16,132914.15805231925,0,206207.29615519528,-35.54342618784658
2025-04-17,134639.91982238728,1,206207.29615519528,-34.706519927861876
2025-04-21,129833.59816974623,1,206207.29615519528,-37.037340292735735
2025-04-22,134978.61935051353,1,206207.29615519528,-34.54226796663576
2025-04-23,145994.4692676158,1,206207.29615519528,-29.20014374382866
2025-04-24,157219.98680541714,1,206207.29615519528,-23.75634144046456
2025-04-25,167611.90142767763,2,206207.29615519528,-18.716793948197676
2025-04-28,168865.11279349364,2,206207.29615519528,-18.109050483644015
2025-04-29,171518.4278913811,2,206207.29615519528,-16.82232826413024
2025-04-30,166707.66003068569,3,206207.29615519528,-19.155304812678143
2025-05-01,163551.9454129464,3,206207.29615519528,-20.685665123190258
2025-05-02,174496.48927249154,3,206207.29615519528,-15.37812069406003
2025-05-05,168204.31338420877,3,206207.29615519528,-18.42950442567502
2025-05-06,153642.3286981454,3,206207.29615519528,-25.491322779136073
2025-05-07,155159.90713018304,3,206207.29615519528,-24.755374798471273
2025-05-08,170096.25261421778,3,206207.29615519528,-17.512010590449563
2025-05-09,175346.4537603446,3,206207.29615519528,-14.965931356582196
2025-05-12,191474.07145964578,3,206207.29615519528,-7.1448610064995
2025-05-13,211896.64317204326,3,211896.64317204326,0.0
2025-05-14,223552.6512654776,2,223552.6512654776,0.0
2025-05-15,220420.93233234086,2,223552.6512654776,-1.4008865094682714
2025-05-16,224903.31619460398,2,224903.31619460398,0.0
2025-05-19,220542.3794881922,2,224903.31619460398,-1.9390273030204428
2025-05-20,220663.12295196892,2,224903.31619460398,-1.885340471799049
2025-05-21,213564.5429524404,2,224903.31619460398,-5.041621188169762
2025-05-22,217959.76387626526,2,224903.31619460398,-3.0873499047611226
2025-05-23,215192.9590768916,2,224903.31619460398,-4.317569559227939
2025-05-27,233555.09862698131,3,233555.09862698131,0.0
2025-05-28,233004.65615032494,2,233555.09862698131,-0.2356799230212933
2025-05-29,237128.39835808956,2,237128.39835808956,0.0
2025-05-30,238934.50595817625,2,238934.50595817625,0.0
2025-06-02,241745.39184342278,2,241745.39184342278,0.0
2025-06-03,247018.04771028526,2,247018.04771028526,0.0
2025-06-04,245647.49635551823,2,247018.04771028526,-0.5548385502481488
2025-06-05,236394.3097574921,2,247018.04771028526,-4.300794233971599
2025-06-06,242642.08232819493,3,247018.04771028526,-1.7715164631301263
2025-06-09,251375.18478511993,2,251375.18478511993,0.0
2025-06-10,255810.94535790003,2,255810.94535790003,0.0
2025-06-11,251028.00690480447,2,255810.94535790003,-1.8697161086691747
2025-06-12,251812.91081616926,2,255810.94535790003,-1.5628864261993163
2025-06-13,243097.81763638573,2,255810.94535790003,-4.96973563962543
2025-06-16,261199.42327268983,2,261199.42327268983,0.0
2025-06-17,261014.14823335814,2,261199.42327268983,-0.0709324075108202
2025-06-18,263206.0304391442,2,263206.0304391442,0.0
2025-06-20,261942.53738535027,2,263206.0304391442,-0.48003955368569684
2025-06-23,266622.32091958367,3,266622.32091958367,0.0
2025-06-24,284322.5630918434,3,284322.5630918434,0.0
2025-06-25,300519.0603800943,3,300519.0603800943,0.0
2025-06-26,303761.79907223117,3,303761.79907223117,0.0
2025-06-27,293496.7441865752,3,303761.79907223117,-3.379310669415372
2025-06-30,299247.6828227768,3,303761.79907223117,-1.4860710804458253
2025-07-01,278957.403683154,3,303761.79907223117,-8.165738899636596
2025-07-02,290424.3039478201,3,303761.79907223117,-4.39077433869147
2025-07-03,296925.9873067168,3,303761.79907223117,-2.250385593709528
2025-07-07,298129.7369388928,3,303761.79907223117,-1.8541048119085963
2025-07-08,301994.6834410285,3,303761.79907223117,-0.5817438652917785
2025-07-09,318040.4405470865,3,318040.4405470865,0.0
2025-07-10,324083.9009799829,3,324083.9009799829,0.0
2025-07-11,324751.71533069503,3,324751.71533069503,0.0
2025-07-14,334272.7337384169,3,334272.7337384169,0.0
2025-07-15,345867.60417131067,3,345867.60417131067,0.0
2025-07-16,353269.49205675186,3,353269.49205675186,0.0
2025-07-17,364373.9500155797,3,364373.9500155797,0.0
2025-07-18,365065.77323110664,3,365065.77323110664,0.0
2025-07-21,358841.4258866691,3,365065.77323110664,-1.7049934014211743
2025-07-22,342842.5681397924,3,365065.77323110664,-6.087452377313309
2025-07-23,362865.73890867166,3,365065.77323110664,-0.6026405332285796
2025-07-24,372873.6991291997,3,372873.6991291997,0.0
2025-07-25,381455.1887659454,3,381455.1887659454,0.0
2025-07-28,393357.5809874411,3,393357.5809874411,0.0
2025-07-29,390977.88369534956,3,393357.5809874411,-0.6049704917642188
2025-07-30,404911.6941705155,3,404911.6941705155,0.0
2025-07-31,398744.53417421493,3,404911.6941705155,-1.5230876472793313
2025-08-01,379415.0954469937,3,404911.6941705155,-6.296829429871871
2025-08-04,407506.4546752364,3,407506.4546752364,0.0
2025-08-05,420927.6488411743,3,420927.6488411743,0.0
2025-08-06,424944.1191210641,3,424944.1191210641,0.0
2025-08-07,439837.0889724363,3,439837.0889724363,0.0
2025-08-08,452505.53538121504,3,452505.53538121504,0.0
2025-08-11,443781.77002034953,3,452505.53538121504,-1.9278803636106105
2025-08-12,455410.81033084076,3,455410.81033084076,0.0
2025-08-13,454760.5968754343,3,455410.81033084076,-0.14277514732997332
2025-08-14,447876.06858053594,3,455410.81033084076,-1.6544933891294942
2025-08-15,435136.488874782,3,455410.81033084076,-4.451875316997888
2025-08-18,433106.92504541326,3,455410.81033084076,-4.8975309280042065
2025-08-19,403352.01395942207,3,455410.81033084076,-11.431172732504903
2025-08-20,399026.32077421027,1,455410.81033084076,-12.381016936262238
2025-08-21,395995.932042778,1,455410.81033084076,-13.04643564453374
2025-08-22,411907.4554667559,1,455410.81033084076,-9.55255208642964
2025-08-25,420637.2933135763,2,455410.81033084076,-7.635637149676495
2025-08-26,428417.9774465421,2,455410.81033084076,-5.92713924921748
2025-08-27,426439.62225203443,2,455410.81033084076,-6.361550367625162
2025-08-28,420826.067497942,2,455410.81033084076,-7.594185743587001
2025-08-29,411143.2250472357,1,455410.81033084076,-9.720363302629139
2025-09-02,407537.1427362312,1,455410.81033084076,-10.51219393756396
2025-09-03,407537.1427362312,0,455410.81033084076,-10.51219393756396
2025-09-04,418864.5002631493,2,455410.81033084076,-8.02491052883478
2025-09-05,441212.68820481224,2,455410.81033084076,-3.1176515365794812
2025-09-08,439397.6934303477,2,455410.81033084076,-3.516191653171352
2025-09-09,440964.45199038996,2,455410.81033084076,-3.1721597319914294
2025-09-10,447495.64091646206,2,455410.81033084076,-1.738028442633717
2025-09-11,478388.9674868885,2,478388.9674868885,0.0
2025-09-12,511550.3736562154,2,511550.3736562154,0.0
2025-09-15,536649.2159794961,2,536649.2159794961,0.0
2025-09-16,544241.900993166,2,544241.900993166,0.0
2025-09-17,536580.7849107353,3,544241.900993166,-1.4076674486933525
2025-09-18,544496.6277106985,2,544496.6277106985,0.0
2025-09-19,554456.7618990339,2,554456.7618990339,0.0
2025-09-22,555262.5181676187,2,555262.5181676187,0.0
2025-09-23,536174.814886351,2,555262.5181676187,-3.437599812113665
2025-09-24,554625.991710206,3,555262.5181676187,-0.11463522866862841
2025-09-25,521478.3312398623,3,555262.5181676187,-6.084362949482902
2025-09-26,546357.2762802137,3,555262.5181676187,-1.6037894862402151
2025-09-29,572329.3924627072,3,572329.3924627072,0.0
2025-09-30,584024.623057437,3,584024.623057437,0.0
2025-10-01,602313.4705250204,2,602313.4705250204,0.0
2025-10-02,577291.2137069117,2,602313.4705250204,-4.154357829038341
2025-10-03,568132.0639843958,2,602313.4705250204,-5.675019439766067
2025-10-06,592456.7801699471,2,602313.4705250204,-1.6364718435537398
2025-10-07,568052.2904303367,2,602313.4705250204,-5.688263964081546
2025-10-08,583851.6711199463,2,602313.4705250204,-3.0651480181875135
2025-10-09,588003.75103641,2,602313.4705250204,-2.375792704110868
2025-10-10,540797.5459163942,2,602313.4705250204,-10.213273921136846
2025-10-13,556781.3068671699,2,602313.4705250204,-7.559545965020724
2025-10-14,531423.0382216517,2,602313.4705250204,-11.76969066316505
2025-10-15,536788.1351704341,2,602313.4705250204,-10.878942371564358
2025-10-16,534977.5372986353,2,602313.4705250204,-11.179549606899895
2025-10-17,548572.1450414091,2,602313.4705250204,-8.92248440612933
