entry_date,exit_date,symbol,strategy,quality,shares,entry_price,exit_price,leveraged_value,exit_value,pnl,pnl_pct,days_held,exit_reason
2019-03-15,2019-03-27,NVDA,TREND_FOLLOW,2,3321.8620222652034,4.214503765106201,4.380541801452637,14000.0,14551.555447190713,551.5554471907126,3.939681765647947,12,TIME_EXIT
2019-03-19,2019-04-01,AMD,BREAKOUT,3,350.0,26.0,26.360000610351562,9100.0,9226.000213623047,126.00021362304688,1.3846177321213942,13,TIME_EXIT
2019-03-27,2019-04-08,NVDA,TREND_FOLLOW,2,2557.0099135497558,4.380541801452637,4.760023593902588,11201.088813033499,12171.427518339655,970.338705306156,8.662896272879093,12,TIME_EXIT
2019-04-01,2019-04-15,AMD,TREND_FOLLOW,2,400.3758586357312,26.360000610351562,27.329999923706055,10553.907878007905,10942.27218596828,388.3643079603753,3.679815215837195,14,TIME_EXIT
2019-04-08,2019-04-22,NVDA,TREND_FOLLOW,2,2407.479306123727,4.760023593902588,4.6776227951049805,11459.658298981172,11261.280081067867,-198.37821791330498,-1.73110063788675,14,TIME_EXIT
2019-04-15,2019-04-24,AMD,HIGHER_LOW,2,417.6546176025361,27.329999923706055,28.459999084472656,11414.500667212793,11886.450034593956,471.94936738116303,4.134647507943983,9,RSI_SELL
2019-04-22,2019-05-06,NVDA,HIGHER_LOW,2,2413.927240479637,4.6776227951049805,4.463685989379883,11291.441085792412,10775.0132027114,-516.4278830810126,-4.573622438067839,14,TIME_EXIT
2019-04-30,2019-05-13,AMD,PULLBACK,2,422.1815725937472,27.6299991607666,26.239999771118164,11664.87649645636,11078.044368230234,-586.8321282261259,-5.030761606472199,13,TIME_EXIT
2019-06-04,2019-06-17,AMD,TREND_FOLLOW,2,502.0155232252853,29.56999969482422,29.200000762939453,14844.598868568706,14658.853661185778,-185.74520738292813,-1.2512645779618659,13,TIME_EXIT
2019-06-17,2019-06-26,AMD,PULLBACK,2,503.92386434716644,29.200000762939453,29.920000076293945,14714.577223400658,15077.40205971356,362.82483631290233,2.4657510087065253,9,RSI_SELL
2019-06-18,2019-07-01,TSLA,TREND_FOLLOW,2,638.3693380363324,14.982666969299316,15.14466667175293,9564.475195210427,9667.890838027823,103.41564281739556,1.0812474360243278,13,TIME_EXIT
2019-06-21,2019-07-03,NVDA,TREND_FOLLOW,2,1648.6886808730521,3.770820379257202,4.043890953063965,6216.908876886779,6667.117241001498,450.2083641147192,7.2416754536728645,12,TIME_EXIT
2019-07-01,2019-07-15,TSLA,TREND_FOLLOW,2,849.4757745891294,15.14466667175293,16.899999618530273,12865.027451881493,14356.140266506995,1491.1128146255014,11.590436322057192,14,TIME_EXIT
2019-07-03,2019-07-15,NVDA,TREND_FOLLOW,2,2683.883401279731,4.043890953063965,4.156200885772705,10853.331805513648,11154.758569709478,301.4267641958304,2.7772740168387857,12,TIME_EXIT
2019-07-15,2019-07-25,TSLA,TREND_FOLLOW,2,638.8795959150203,16.899999618530273,15.254667282104492,10797.064927250618,9745.895669009,-1051.169258241618,-9.735694518133176,10,STOP_LOSS
2019-07-15,2019-07-29,NVDA,TREND_FOLLOW,2,3996.6473169544297,4.156200885772705,4.343798637390137,16610.869118847106,17360.631169515596,749.7620506684907,4.513683452106621,14,TIME_EXIT
2019-07-15,2019-07-29,AMD,TREND_FOLLOW,2,204.07363557050198,34.38999938964844,33.47999954223633,7018.092202712901,6832.38522548291,-185.70697722999103,-2.6461176608395722,14,TIME_EXIT
2019-07-29,2019-07-31,AMD,PULLBACK,2,315.8730023225921,33.47999954223633,30.450000762939453,10575.427973165197,9618.333161714903,-957.0948114502935,-9.050175689143648,2,STOP_LOSS
