month,equity,profit,profit_pct
2024-02,100000.0,,
2024-03,100000.0,0.0,0.0
2024-04,100000.0,0.0,0.0
2024-05,111408.07594589377,11408.075945893768,11.40807594589377
2024-06,123325.36773465187,11917.291788758099,10.696972986541686
2024-07,105843.56970722254,-17481.798027429322,-14.175346361053098
2024-08,92787.82328487076,-13055.746422351789,-12.334945295652567
2024-09,104543.72701807477,11755.903733204017,12.669662157190453
2024-10,96330.71990679076,-8213.007111284009,-7.856049660314913
2024-11,128697.96019129788,32367.24028450712,33.60012290557523
2024-12,143503.01623790874,14805.056046610858,11.503722378042735
2025-01,151230.41730882914,7727.401070920401,5.3848352971964
2025-02,163372.9913616642,12142.574052835058,8.02918769181109
2025-03,144819.04167663114,-18553.94968503306,-11.35680355142642
2025-04,166707.66003068569,21888.618354054546,15.114461538096634
2025-05,238934.50595817625,72226.84592749056,43.32545122053531
2025-06,299247.6828227768,60313.17686460054,25.242556165227104
2025-07,398744.53417421493,99496.85135143815,33.24899642092236
2025-08,411143.2250472357,12398.690873020794,3.1094321828631477
2025-09,584024.623057437,172881.3980102013,42.0489472957603
2025-10,548572.1450414091,-35452.47801602795,-6.070373853490985
