week,equity,profit,profit_pct
2023-W02,300000.0,,
2023-W03,300000.0,0.0,0.0
2023-W04,300000.0,0.0,0.0
2023-W05,300000.0,0.0,0.0
2023-W06,300000.0,0.0,0.0
2023-W07,300000.0,0.0,0.0
2023-W08,300000.0,0.0,0.0
2023-W09,300000.0,0.0,0.0
2023-W10,300000.0,0.0,0.0
2023-W11,300000.0,0.0,0.0
2023-W12,300171.09980746603,171.09980746603105,0.057033269155337685
2023-W13,319491.11119432,19320.011386853992,6.436332944526013
2023-W14,336036.38639341114,16545.27519909112,5.178633964882984
2023-W15,316983.853129669,-19052.533263742167,-5.6697828078167145
2023-W16,325510.44316862273,8526.590038953756,2.689913052279591
2023-W17,304974.3411056122,-20536.102063010505,-6.308891924666238
2023-W18,291743.78843441163,-13230.552671200596,-4.338251088021494
2023-W19,297169.59721783205,5425.80878342042,1.8597855373500893
2023-W20,296798.7342869405,-370.8629308915697,-0.12479840951553633
2023-W21,388334.5778702145,91535.84358327399,30.84104917198822
2023-W22,539435.7828646386,151101.20499442413,38.91005684405569
2023-W23,568326.2769694858,28890.494104847196,5.355687372355256
2023-W24,616096.1455823383,47769.86861285253,8.405359834420857
2023-W25,695255.9559889099,79159.8104065716,12.848613154648003
2023-W26,656447.9513081489,-38808.00468076102,-5.581829878114708
2023-W27,664921.0535483449,8473.102240195964,1.290750047023681
2023-W28,756180.7886371907,91259.73508884583,13.724897805813052
2023-W29,856322.4091018174,100141.6204646267,13.243079164323213
2023-W30,816830.1320273925,-39492.2770744249,-4.611846736073122
2023-W31,878973.1892264676,62143.05719907512,7.607831146585453
2023-W32,790601.2020467032,-88371.98717976443,-10.054002586533429
2023-W33,733947.5125405644,-56653.68950613879,-7.1658997430656735
2023-W34,713798.1113356117,-20149.401204952737,-2.7453463443462667
2023-W35,713798.1113356117,0.0,0.0
2023-W36,742500.1290492972,28702.01771368552,4.021027410675027
2023-W37,686211.466479955,-56288.66256934218,-7.580963338203672
2023-W38,701236.6287352573,15025.162255302304,2.1895819276201545
2023-W39,613559.6398275231,-87676.98890773416,-12.503195827900127
2023-W40,619552.7929158058,5993.153088282677,0.9767841134347366
2023-W41,640956.8722443404,21404.079328534543,3.4547627858798613
2023-W42,649868.5609086293,8911.688664288959,1.390372589825617
2023-W43,593186.6589984762,-56681.9019101531,-8.722056323343597
2023-W44,535079.2872701022,-58107.37172837404,-9.795798817606805
2023-W45,602831.4817437859,67752.19447368372,12.662085056468108
2023-W46,687551.3701341408,84719.88839035493,14.05366026095538
2023-W47,695387.1093292615,7835.739195120637,1.139658727404158
2023-W48,671097.7865157402,-24289.322813521256,-3.4929210633411922
2023-W49,677154.0780605746,6056.291544834385,0.9024454657014847
2023-W50,744178.684440366,67024.6063797914,9.897984602227528
2023-W51,812778.5662594987,68599.88181913272,9.218200313103697
