month,equity,profit,profit_pct
2023-01,300000.0,,
2023-02,300000.0,0.0,0.0
2023-03,336036.38639341114,36036.38639341114,12.012128797803712
2023-04,291743.78843441163,-44292.59795899951,-13.180893424780615
2023-05,537624.7901572301,245881.00172281847,84.27977268763553
2023-06,664921.0535483449,127296.26339111477,23.677528589015886
2023-07,861290.4717893796,196369.41824103473,29.532741848541445
2023-08,757005.5342808488,-104284.9375085308,-12.10798690154704
2023-09,619552.7929158058,-137452.74136504298,-18.157428861550184
2023-10,535079.2872701022,-84473.50564570364,-13.634593631342595
2023-11,679550.624520898,144471.3372507958,26.999986859492896
2023-12,848975.818823141,169425.19430224306,24.931945934372802
2024-01,994808.0496140283,145832.23079088726,17.177430447081687
2024-02,1369842.3540590175,375034.3044449892,37.69916262644812
2024-03,1641485.665441815,271643.31138279755,19.830260801754584
2024-04,1396213.778166289,-245271.88727552607,-14.94206696039041
2024-05,1555494.8380115086,159281.0598452196,11.40807105158428
2024-06,1721885.9738566368,166391.1358451282,10.696990551112151
2024-07,1477802.710840141,-244083.26301649585,-14.175344170427518
2024-08,1295516.577850231,-182286.13298990997,-12.334943741325189
2024-09,1459654.1513442667,164137.57349403575,12.669662148700889
2024-10,1344982.9606716326,-114671.19067263417,-7.856052104330868
2024-11,1796898.8934469805,451915.93277534796,33.60012327216984
2024-12,2003609.1361078601,206710.24266087962,11.503721406625633
2025-01,2111500.133655948,107890.99754808797,5.384832580553778
2025-02,2281036.4506016676,169536.31694571953,8.029188075502347
2025-03,2021983.6219704063,-259052.82863126136,-11.35680355142642
2025-04,2327595.558819736,305611.9368493296,15.114461538096592
2025-05,3336036.8372675264,1008441.2784477905,43.325451220535285
2025-06,4178137.809607449,842100.9723399226,25.24255616522715
2025-07,5567326.700385035,1389188.890777586,33.24899642092238
2025-08,5740438.94853194,173112.24814690463,3.1094321828631477
2025-09,8154233.096545431,2413794.148013491,42.04894729576027
2025-10,7659240.662700029,-494992.43384540174,-6.070373853490985
