date,equity,positions,cash,cummax,drawdown
2025-01-02,10000.0,0,10000.0,10000.0,0.0
2025-01-03,10000.0,0,10000.0,10000.0,0.0
2025-01-06,10000.0,0,10000.0,10000.0,0.0
2025-01-07,10000.0,0,10000.0,10000.0,0.0
2025-01-08,10000.0,0,10000.0,10000.0,0.0
2025-01-10,10000.0,0,10000.0,10000.0,0.0
2025-01-13,10000.0,0,10000.0,10000.0,0.0
2025-01-14,10000.0,0,10000.0,10000.0,0.0
2025-01-15,10000.0,0,10000.0,10000.0,0.0
2025-01-16,10000.0,0,10000.0,10000.0,0.0
2025-01-17,10000.0,0,10000.0,10000.0,0.0
2025-01-21,10000.0,0,10000.0,10000.0,0.0
2025-01-22,10000.0,0,10000.0,10000.0,0.0
2025-01-23,10000.0,0,10000.0,10000.0,0.0
2025-01-24,10000.0,0,10000.0,10000.0,0.0
2025-01-27,10000.0,0,10000.0,10000.0,0.0
2025-01-28,10000.0,0,10000.0,10000.0,0.0
2025-01-29,10092.220008850098,1,6689.070053100586,10092.220008850098,0.0
2025-01-30,10136.010070800781,1,6689.070053100586,10136.010070800781,0.0
2025-01-31,10051.61996459961,1,6689.070053100586,10136.010070800781,-0.8325771739737898
2025-02-03,10002.899955749512,1,6689.070053100586,10136.010070800781,-1.3132397671419573
2025-02-04,10154.570053100586,1,6689.070053100586,10154.570053100586,0.0
2025-02-05,9937.36011505127,1,6689.070053100586,10154.570053100586,-2.139036285273287
2025-02-06,9883.710159301758,1,6689.070053100586,10154.570053100586,-2.667369395084571
2025-02-07,9808.309982299805,1,6689.070053100586,10154.570053100586,-3.4098939589771655
2025-02-10,9794.980293273926,2,3434.4900970458984,10154.570053100586,-3.5411618408882157
2025-02-11,9612.89005279541,1,6390.990097045898,10154.570053100586,-5.33434697355581
2025-02-12,9702.960220336914,2,3434.4900970458984,10154.570053100586,-4.447355529599974
2025-02-13,9880.440048217773,2,3434.4900970458984,10154.570053100586,-2.699572738671589
2025-02-14,9916.950019836426,2,3434.4900970458984,10154.570053100586,-2.3400304692526643
2025-02-18,9935.59992980957,2,3434.4900970458984,10154.570053100586,-2.156370207167516
2025-02-19,10005.540145874023,2,3434.4900970458984,10154.570053100586,-1.4676141525170519
2025-02-20,9935.019989013672,2,3434.4900970458984,10154.570053100586,-2.16208133814466
2025-02-21,9689.049880981445,2,3434.4900970458984,10154.570053100586,-4.584341529821828
2025-02-24,9436.420135498047,3,374.55003356933594,10154.570053100586,-7.072184384441367
2025-02-25,8876.959968566895,1,6151.760078430176,10154.570053100586,-12.58162657653425
2025-02-26,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-02-27,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-02-28,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-03,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-04,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-05,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-06,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-07,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-10,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-11,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-12,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-13,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-14,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-17,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-18,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-19,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-20,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-21,8768.959968566895,0,8768.959968566895,10154.570053100586,-13.645187115633819
2025-03-24,8881.999946594238,1,5907.6799392700195,10154.570053100586,-12.531993967758215
2025-03-25,8967.67993927002,1,5907.6799392700195,10154.570053100586,-11.688236012199873
2025-03-26,8815.279975891113,1,5907.6799392700195,10154.570053100586,-13.189037745626022
2025-03-27,8753.3599319458,1,5907.6799392700195,10154.570053100586,-13.798812887473666
2025-03-28,8665.759895324707,1,5907.6799392700195,10154.570053100586,-14.661479018713225
2025-03-31,8612.23999786377,1,5907.6799392700195,10154.570053100586,-15.188531342751265
2025-04-01,8683.520027160645,1,5907.6799392700195,10154.570053100586,-14.486581098436291
