date,equity,cash,positions,circuit_breaker
2019-11-13,21508.738364696503,6288.547609806061,1,False
2019-11-14,21597.770486354828,6288.547609806061,1,False
2019-11-15,21194.264350414276,6481.608702659607,1,False
2019-11-18,21777.18083524704,6481.608702659607,1,False
2019-11-19,21468.07386159897,6481.608702659607,1,False
2019-11-20,21697.921786785126,6481.608702659607,1,False
2019-11-21,21625.872250556946,6481.608702659607,1,False
2019-11-22,21677.03091621399,6481.608702659607,1,False
2019-11-25,22420.623240470886,6481.608702659607,1,False
2019-11-26,22117.276693344116,6481.608702659607,1,False
2019-11-27,22218.223678588867,6481.608702659607,1,False
2019-11-29,22110.06856250763,6481.608702659607,1,False
2019-12-02,21575.391489982605,6638.055142402649,1,False
2019-12-03,21461.89147090912,6638.055142402649,1,False
2019-12-04,21587.52456188202,6638.055142402649,1,False
2019-12-05,21538.986804008484,6638.055142402649,1,False
2019-12-06,21783.837719917297,6638.055142402649,1,False
2019-12-09,21783.837719917297,6638.055142402649,1,False
2019-12-10,21913.042901039124,6638.055142402649,1,False
2019-12-11,22152.895352363586,6638.055142402649,1,False
2019-12-12,22633.31822872162,6638.055142402649,1,False
2019-12-13,22627.60999584198,6638.055142402649,1,False
2019-12-16,22709.632675647736,6788.584424495697,1,False
2019-12-17,22931.671146392822,6788.584424495697,1,False
2019-12-18,23017.943502426147,6788.584424495697,1,False
2019-12-19,23438.6871881485,6788.584424495697,1,False
2019-12-20,23715.17218017578,6788.584424495697,1,False
2019-12-23,23676.28432369232,6788.584424495697,1,False
2019-12-24,23662.14131450653,6788.584424495697,1,False
2019-12-26,23702.446181297302,6788.584424495697,1,False
2019-12-27,23538.391338825226,6788.584424495697,1,False
2019-12-30,23221.972789287567,7065.684362888336,1,False
2019-12-31,23429.212077617645,7065.684362888336,1,False
2020-01-02,23749.802005290985,7065.684362888336,1,False
2020-01-03,23482.75786447525,7065.684362888336,1,False
2020-01-06,23551.60358953476,7065.684362888336,1,False
2020-01-07,23751.198237895966,7065.684362888336,1,False
2020-01-08,23782.492233753204,7065.684362888336,1,False
2020-01-09,23966.083498477936,7065.684362888336,1,False
2020-01-10,24056.48955965042,7065.684362888336,1,False
2020-01-13,24584.428419589996,7217.713757991791,1,False
2020-01-14,24260.49870634079,7217.713757991791,1,False
2020-01-15,24142.641865730286,7217.713757991791,1,False
2020-01-16,24374.217532157898,7217.713757991791,1,False
2020-01-17,24398.339227199554,7217.713757991791,1,False
2020-01-21,24305.98518037796,7217.713757991791,1,False
2020-01-22,24455.54127407074,7217.713757991791,1,False
2020-01-23,24645.07529115677,7217.713757991791,1,False
2020-01-24,24481.04274749756,7217.713757991791,1,False
2020-01-27,23777.9097366333,7348.638246536255,1,False
2020-01-28,24309.360885620117,7348.638246536255,1,False
2020-01-29,24143.16021156311,7348.638246536255,1,False
2020-01-30,24161.623022079468,7348.638246536255,1,False
2020-01-31,23520.046253204346,7348.638246536255,1,False
2020-02-03,26790.310638427734,7082.310638427734,1,False
2020-02-04,29495.359813690186,7082.310638427734,1,False
2020-02-05,25950.450466156006,8856.430625915527,1,False
2020-02-06,26302.197750091553,7827.850635528564,1,False
2020-02-07,26280.244243621826,7827.850635528564,1,False
2020-02-10,26852.75736618042,7827.850635528564,1,False
2020-02-11,26929.223430633545,7827.850635528564,1,False
2020-02-12,26754.33779525757,7827.850635528564,1,False
2020-02-13,27659.85007095337,7827.850635528564,1,False
2020-02-14,27561.924503326416,7827.850635528564,1,False
2020-02-18,29001.716869354248,7827.850635528564,1,False
2020-02-19,30457.543170928955,7827.850635528564,1,False
2020-02-20,30051.186020374298,9144.089799880981,1,False
2020-02-21,29060.34801387787,9144.089799880981,1,False
2020-02-24,27652.322842121124,9144.089799880981,1,False
2020-02-25,26866.306728839874,8308.39535188675,1,False
2020-02-26,26866.306728839874,26866.306728839874,0,False
2020-02-27,26866.306728839874,26866.306728839874,0,False
2020-02-28,26866.306728839874,26866.306728839874,0,False
2020-03-02,26866.306728839874,26866.306728839874,0,False
2020-03-03,26149.421051979065,8064.694181919098,1,False
2020-03-04,27415.87641096115,8064.694181919098,1,False
2020-03-05,26652.736390590668,8064.694181919098,1,False
2020-03-06,26159.622817993164,8064.694181919098,1,False
2020-03-09,26159.622817993164,26159.622817993164,0,False
2020-03-10,26159.622817993164,26159.622817993164,0,False
2020-03-11,26159.622817993164,26159.622817993164,0,False
2020-03-12,26159.622817993164,26159.622817993164,0,False
2020-03-13,26159.622817993164,26159.622817993164,0,False
2020-03-16,26159.622817993164,26159.622817993164,0,False
2020-03-17,26159.622817993164,26159.622817993164,0,False
2020-03-18,26159.622817993164,26159.622817993164,0,False
2020-03-19,26159.622817993164,26159.622817993164,0,False
2020-03-20,26159.622817993164,26159.622817993164,0,False
2020-03-23,26159.622817993164,26159.622817993164,0,False
2020-03-24,26159.622817993164,26159.622817993164,0,False
2020-03-25,26159.622817993164,26159.622817993164,0,False
2020-03-26,26159.622817993164,26159.622817993164,0,False
2020-03-27,26159.622817993164,26159.622817993164,0,False
2020-03-30,26159.622817993164,26159.622817993164,0,False
2020-03-31,26159.622817993164,26159.622817993164,0,False
2020-04-01,26159.622817993164,26159.622817993164,0,False
2020-04-02,26159.622817993164,26159.622817993164,0,False
2020-04-03,26159.622817993164,26159.622817993164,0,False
2020-04-06,26159.622817993164,26159.622817993164,0,False
2020-04-07,25520.44506406784,7850.69966506958,1,False
2020-04-08,26060.70989894867,7850.69966506958,1,False
2020-04-09,25787.848475456238,7850.69966506958,1,False
2020-04-13,26258.533124923706,7850.69966506958,1,False
2020-04-14,27220.367030620575,7850.69966506958,1,False
2020-04-15,27008.21505355835,7850.69966506958,1,False
2020-04-16,27953.68014717102,7850.69966506958,1,False
2020-04-17,27791.330734729767,7850.69966506958,1,False
2020-04-20,27431.829409599304,7850.69966506958,1,False
2020-04-21,25901.0702085495,8275.25664806366,1,False
2020-04-22,27066.080584526062,8275.25664806366,1,False
2020-04-23,26386.426577568054,8275.25664806366,1,False
2020-04-24,26887.440314292908,8275.25664806366,1,False
2020-04-27,28776.50664806366,8275.25664806366,1,False
2020-04-28,28016.00299358368,8275.25664806366,1,False
2020-04-29,28821.679644584656,8275.25664806366,1,False
2020-04-30,28343.50942134857,8275.25664806366,1,False
2020-05-01,26275.802817344666,8275.25664806366,1,False
2020-05-04,27812.466025352478,8275.25664806366,1,False
2020-05-05,27976.176013469696,8348.360023498535,1,False
2020-05-06,28246.797785282135,8348.360023498535,1,False
2020-05-07,28719.888856887817,8348.360023498535,1,False
2020-05-08,29229.724257469177,8348.360023498535,1,False
2020-05-11,29905.94989299774,8348.360023498535,1,False
2020-05-12,29202.997271060944,8348.360023498535,1,False
2020-05-13,29142.86251115799,8348.360023498535,1,False
2020-05-14,29812.3984041214,8348.360023498535,1,False
2020-05-15,31042.57156944275,8348.360023498535,1,False
2020-05-18,31736.160598754883,8348.360023498535,1,False
2020-05-19,31876.391284942627,9525.159530639648,1,False
2020-05-20,32293.95841217041,9525.159530639648,1,False
2020-05-21,31799.621490478516,9525.159530639648,1,False
2020-05-22,32436.728408813477,9525.159530639648,1,False
2020-05-26,31653.665813446045,9525.159530639648,1,False
2020-05-27,31165.041732788086,9525.159530639648,1,False
2020-05-28,31067.945304870605,9525.159530639648,1,False
2020-05-29,32054.087127685547,9525.159530639648,1,False
2020-06-01,31878.298805236816,9525.159530639648,1,False
2020-06-02,31926.43647670746,9569.02361869812,1,False
2020-06-03,31785.20531654358,9569.02361869812,1,False
2020-06-04,31787.73721885681,9569.02361869812,1,False
2020-06-05,32176.789231300354,9569.02361869812,1,False
2020-06-08,31885.312465667725,9569.02361869812,1,False
2020-06-09,32496.129048347473,9569.02361869812,1,False
2020-06-10,33309.07340717316,9569.02361869812,1,False
2020-06-11,31863.141344070435,9569.02361869812,1,False
2020-06-12,32208.45983695984,9569.02361869812,1,False
2020-06-15,32819.91909599304,9569.02361869812,1,False
2020-06-16,32617.040899276733,9897.09994316101,1,False
2020-06-17,32840.50792503357,9897.09994316101,1,False
2020-06-18,33122.04037284851,9897.09994316101,1,False
2020-06-19,33051.25419425964,9897.09994316101,1,False
2020-06-22,32899.036642074585,9897.09994316101,1,False
2020-06-23,33071.610052108765,9897.09994316101,1,False
2020-06-24,32124.762182235718,9897.09994316101,1,False
2020-06-25,32706.104726791382,9897.09994316101,1,False
2020-06-26,32099.085050582886,9897.09994316101,1,False
2020-06-29,33246.730260849,9897.09994316101,1,False
2020-06-30,33999.889196395874,9975.150737762451,1,False
2020-07-01,34081.474475860596,9975.150737762451,1,False
2020-07-02,34289.52698326111,9975.150737762451,1,False
2020-07-06,34863.71724319458,9975.150737762451,1,False
2020-07-07,34945.93909454346,9975.150737762451,1,False
2020-07-08,35816.718603134155,9975.150737762451,1,False
2020-07-09,36557.86980819702,9975.150737762451,1,False
2020-07-10,36482.62120246887,9975.150737762451,1,False
2020-07-13,35402.508781433105,9975.150737762451,1,False
2020-07-14,35728.87725067139,10651.116569519043,1,False
2020-07-15,36211.81426239014,10651.116569519043,1,False
2020-07-16,35461.69713592529,10651.116569519043,1,False
2020-07-17,35465.00450897217,10651.116569519043,1,False
2020-07-20,37815.38311004639,10651.116569519043,1,False
2020-07-21,36581.335624694824,10651.116569519043,1,False
2020-07-22,36977.63951873779,10651.116569519043,1,False
2020-07-23,35667.2064743042,10651.116569519043,1,False
2020-07-24,34078.8500289917,10651.116569519043,1,False
2020-07-27,36105.836418151855,10651.116569519043,1,False
2020-07-28,35608.07619476318,10862.815971374512,1,False
2020-07-29,38711.75463104248,10862.815971374512,1,False
2020-07-30,39484.01485443115,10862.815971374512,1,False
2020-07-31,39202.19608306885,10862.815971374512,1,False
2020-08-03,39290.035301208496,10862.815971374512,1,False
2020-08-04,41987.45630645752,10862.815971374512,1,False
2020-08-05,42086.275077819824,10862.815971374512,1,False
2020-08-06,42598.675636291504,10862.815971374512,1,False
2020-08-07,42240.97548675537,12784.251898765564,1,False
2020-08-10,42150.229157447815,12784.251898765564,1,False
2020-08-11,41321.723752975464,12784.251898765564,1,False
2020-08-12,42874.19394493103,12784.251898765564,1,False
2020-08-13,42881.42455768585,12784.251898765564,1,False
2020-08-14,43199.67470550537,12784.251898765564,1,False
2020-08-17,45232.79818153381,12784.251898765564,1,False
2020-08-18,45032.24871826172,12784.251898765564,1,False
2020-08-19,44710.72176647186,12784.251898765564,1,False
2020-08-20,44717.28544139862,12784.251898765564,1,False
2020-08-21,46115.51087284088,13425.574664115906,1,False
2020-08-24,46210.22288608551,13425.574664115906,1,False
2020-08-25,46286.897099494934,13425.574664115906,1,False
2020-08-26,46346.179657936096,13425.574664115906,1,False
2020-08-27,45973.10498332977,13425.574664115906,1,False
2020-08-28,47312.04292392731,13425.574664115906,1,False
2020-08-31,47896.46615886688,13425.574664115906,1,False
2020-09-01,49057.906624794006,13425.574664115906,1,False
2020-09-02,50412.71457386017,13425.574664115906,1,False
2020-09-03,46981.224150657654,13425.574664115906,1,False
2020-09-04,46770.2846364975,14130.303786277771,1,False
2020-09-08,45448.92475795746,14130.303786277771,1,False
2020-09-09,46730.4852437973,14130.303786277771,1,False
2020-09-10,45564.34512233734,14130.303786277771,1,False
2020-09-11,45182.956137657166,13675.764258384705,1,False
2020-09-14,47016.09446811676,13675.764258384705,1,False
2020-09-15,47323.666949272156,13675.764258384705,1,False
2020-09-16,46089.48464298248,13675.764258384705,1,False
2020-09-17,45957.3914308548,13675.764258384705,1,False
2020-09-18,45247.060269355774,13675.764258384705,1,False
2020-09-21,45763.512906074524,13707.027371406555,1,False
2020-09-22,45763.512906074524,45763.512906074524,0,False
2020-09-23,45763.512906074524,45763.512906074524,0,False
2020-09-24,45763.512906074524,45763.512906074524,0,False
2020-09-25,45763.512906074524,45763.512906074524,0,False
2020-09-28,45763.512906074524,45763.512906074524,0,False
2020-09-29,45763.512906074524,45763.512906074524,0,False
2020-09-30,45763.512906074524,45763.512906074524,0,False
2020-10-01,47193.382534980774,13730.767788887024,1,False
2020-10-02,44724.153042793274,13730.767788887024,1,False
2020-10-05,45514.872769355774,13730.767788887024,1,False
2020-10-06,45514.872769355774,45514.872769355774,0,False
2020-10-07,46042.431670188904,13661.011099815369,1,False
2020-10-08,45751.98335170746,13661.011099815369,1,False
2020-10-09,45575.74367046356,13661.011099815369,1,False
2020-10-12,46649.980538368225,13661.011099815369,1,False
2020-10-13,46701.57695102692,13661.011099815369,1,False
2020-10-14,46346.786175727844,13661.011099815369,1,False
2020-10-15,46056.34229373932,13661.011099815369,1,False
2020-10-16,45688.79216480255,13661.011099815369,1,False
2020-10-19,44961.22950839996,13661.011099815369,1,False
2020-10-20,45303.84876537323,13661.011099815369,1,False
2020-10-21,45023.23982620239,13592.991242408752,1,False
2020-10-22,44642.69747829437,13592.991242408752,1,False
2020-10-23,45175.4540977478,13592.991242408752,1,False
2020-10-26,44132.01984214783,13592.991242408752,1,False
2020-10-27,44132.01984214783,44132.01984214783,0,False
2020-10-28,44132.01984214783,44132.01984214783,0,False
2020-10-29,44132.01984214783,44132.01984214783,0,False
2020-10-30,44132.01984214783,44132.01984214783,0,False
2020-11-02,44132.01984214783,44132.01984214783,0,False
2020-11-03,44132.01984214783,44132.01984214783,0,False
2020-11-04,44132.01984214783,44132.01984214783,0,False
2020-11-05,44132.01984214783,44132.01984214783,0,False
2020-11-06,44132.01984214783,44132.01984214783,0,False
2020-11-09,44132.01984214783,44132.01984214783,0,False
2020-11-10,44132.01984214783,44132.01984214783,0,False
2020-11-11,48455.77992630005,13248.019842147827,1,False
2020-11-12,45411.499673843384,13248.019842147827,1,False
2020-11-13,48102.820262908936,13248.019842147827,1,False
2020-11-16,48389.6005153656,13248.019842147827,1,False
2020-11-17,52625.120683670044,13248.019842147827,1,False
2020-11-18,52728.26910972595,15800.569896697998,1,False
2020-11-19,54956.30895233154,15800.569896697998,1,False
2020-11-20,53244.01910972595,15800.569896697998,1,False
2020-11-23,59206.09178543091,15800.569896697998,1,False
2020-11-24,64941.22926712036,15800.569896697998,1,False
2020-11-25,66461.86220169067,19585.196781158447,1,False
2020-11-27,67422.26175308228,19585.196781158447,1,False
2020-11-30,65939.19603347778,19585.196781158447,1,False
2020-12-01,67340.59633255005,19585.196781158447,1,False
2020-12-02,66038.83195877075,19585.196781158447,1,False
2020-12-03,68044.56384658813,19585.196781158447,1,False
2020-12-04,68506.79498672485,19585.196781158447,1,False
2020-12-07,71995.59633255005,19585.196781158447,1,False
2020-12-08,72658.72926712036,19585.196781158447,1,False
2020-12-09,69117.52974319458,21968.090076446533,1,False
2020-12-10,70879.54945755005,21968.090076446533,1,False
2020-12-11,69547.31050491333,21968.090076446533,1,False
2020-12-14,71874.83140945435,21968.090076446533,1,False
2020-12-15,71361.58888626099,21968.090076446533,1,False
2020-12-16,70544.14921951294,21968.090076446533,1,False
2020-12-17,73128.28960037231,21968.090076446533,1,False
2020-12-18,76178.09126663208,21968.090076446533,1,False
2020-12-21,72657.16893386841,21968.090076446533,1,False
2020-12-22,71914.61098098755,21968.090076446533,1,False
2020-12-23,72356.40854263306,21754.643405914307,1,False
2020-12-24,73593.2925453186,21754.643405914307,1,False
2020-12-28,73743.69240188599,21754.643405914307,1,False
2020-12-29,73923.86169815063,21754.643405914307,1,False
2020-12-30,76179.0778388977,21754.643405914307,1,False
2020-12-31,77032.12540054321,21754.643405914307,1,False
2021-01-04,78919.96040725708,21754.643405914307,1,False
2021-01-05,79338.26012039185,21754.643405914307,1,False
2021-01-06,80910.46641921997,23959.97340774536,1,False
2021-01-07,85434.98738479614,23959.97340774536,1,False
2021-01-08,90254.81258010864,23959.97340774536,1,False
2021-01-11,85069.6202583313,23959.97340774536,1,False
2021-01-12,87951.1202583313,23959.97340774536,1,False
2021-01-13,88325.52931594849,23959.97340774536,1,False
2021-01-14,87616.63777542114,23959.97340774536,1,False
2021-01-15,86197.35805130005,23959.97340774536,1,False
2021-01-19,87582.73915481567,23959.97340774536,1,False
2021-01-20,88009.50758743286,26493.623371124268,1,False
2021-01-21,87614.56599807739,26493.623371124268,1,False
2021-01-22,87733.91334915161,26493.623371124268,1,False
2021-01-25,90204.82469558716,26493.623371124268,1,False
2021-01-26,90370.46864700317,26493.623371124268,1,False
2021-01-27,89001.19917678833,26493.623371124268,1,False
2021-01-28,86923.05730056763,26493.623371124268,1,False
2021-01-29,83892.29549026489,26493.623371124268,1,False
2021-02-01,81856.11345291138,25176.874980926514,1,False
2021-02-02,76949.25574493408,25176.874980926514,1,False
2021-02-03,76844.9687576294,23087.629417419434,1,False
2021-02-04,77376.36582183838,23087.629417419434,1,False
2021-02-05,77085.33263397217,23087.629417419434,1,False
2021-02-08,80453.49304962158,23087.629417419434,1,False
2021-02-09,79756.21630096436,23087.629417419434,1,False
2021-02-10,81746.71932220459,23087.629417419434,1,False
2021-02-11,83679.60385894775,23087.629417419434,1,False
2021-02-12,82529.39984893799,23087.629417419434,1,False
2021-02-16,83995.4663772583,23087.629417419434,1,False
2021-02-17,82368.70373439789,25212.676941871643,1,False
2021-02-18,82073.46507263184,25212.676941871643,1,False
2021-02-19,82447.31792640686,25212.676941871643,1,False
2021-02-22,80258.80794715881,25212.676941871643,1,False
2021-02-23,79439.19476699829,25212.676941871643,1,False
2021-02-24,80808.08789920807,25212.676941871643,1,False
2021-02-25,76239.35990524292,25212.676941871643,1,False
2021-02-26,76239.35990524292,76239.35990524292,0,False
2021-03-01,76239.35990524292,76239.35990524292,0,False
2021-03-02,76239.35990524292,76239.35990524292,0,False
